Page,Label,Text
27,1," As discussed below, Plaintiffs filed a consolidated complaint after their cases were transferred to this court by the United States 
Judicial Panel on Multidistrict Litigation."
27,2," Plaintiffs did not all sign identical agreements, but the agreements are similar in relevant respects, as described herein. The 
agreements are attached as Group Exhibit A to Plaintiffs' Consolidated Amended Complaint. (Dkt. 41.) Several Plaintiffs signed 
agreements with Chase Manhattan, Bank One, and Washington Mutual, which have since been acquired by or merged with J.P. 
Morgan to become JPMorgan Chase. Some Plaintiffs signed their agreements with JPMorgan Chase  [**7] itself."
27,3," Each agreement contains similar language regarding when Defendant is permitted to reduce or suspend the amount of a 
HELOC. "
28,4," Washington Mutual's letter explained that ""[w]ith home values continuing to fall in many parts of the country, a recent review of 
your account identified a decline in the value of the property securing your HELOC since the date you applied for your HELOC or 
increase."" (Group Ex. B at 10.) Chase's letter similarly explained that, ""[w]ith home values falling in many parts of the country, 
we've used a proven valuation method to estimate your home's value . . . ."" (Group Ex. B at 8.) "
31,5," For purposes of this opinion, the court uses the term ""present available equity"" to refer to the amount of unencumbered equity 
in the subject property at the time of the HELOC reduction or suspension. ""Available equity"" refers to the amount of 
unencumbered equity at the time of HELOC origination. The difference between these two figures represents the payments that 
have been made in the interim on the subject property's principal, minus the reduction in value that has occurred (as well as any 
additional liabilities to which the property has become subject, which does not appear to be a factor in this case). "
32,6," The Official Commentary's ""safe harbor"" provision is considered controlling law, absolving a lender from liability for reductions 
that occur based on declines in value within the ""safe harbor""  [**23] parameters. See Hamm v. Ameriquest Mortg. Co., 506 F.3d 
525, 528 (7th Cir. 2007) (""Unless demonstrably irrational, Federal Reserve Board staff opinions construing the Act [TILA] or 
Regulation [Z] should be dispositive."") (citation and quotation omitted). The safe harbor provision reads, in full:"
32,6," . Significant decline defined. What constitutes a significant decline for purposes of § 226.5b(f)(3)(vi)(A) will vary according 
to individual circumstances. In any event, if the value of the dwelling declines such that the initial difference between the 
credit limit and the available equity (based on the property's appraised value for purposes of the plan) is reduced by fifty 
percent, this constitutes a significant decline in the value of the dwelling for purposes of § 226.5b(f)(3)(vi)(A). . . . This 
provision does not require a creditor to obtain an appraisal before suspending credit privileges although a significant decline 
must occur before suspension can occur."
32,12," C.F.R., Pt. 226, Supp. 1, 5b(f)(3)(vi)-6. "
33,7," See, 
e.g., 
FDIC 
Outlook: 
The 
U.S. 
Consumer 
Sector, 
online 
at 
http://www.fdic.gov/ bank/analytical/regional/ro20044q/na/2004winter_03.html (""HELOC borrowers who increase their draws may not be aware that 
the higher their use of this revolving line of credit, the more it negatively affects their credit score."") (visited June 28, 2011). "
34,8," Defendant has submitted supplemental authority in support of its argument that Plaintiffs' allegations do not state a claim for 
violations of TILA or Regulation Z, and, in particular, that the use of AVMs does not run afoul of those laws. In the cited case, 
however, the plaintiff had not made ""a single allegation anywhere . . . that purports to correct the alleged mistaken property value 
reached by Wells Fargo"". Brigliadora v. Wells Fargo Bank, N.A., No. 8:10-CV-01944-EAK-TGW, 2011 U.S. Dist. LEXIS 60620, 
2011 WL 2217485, at *4 (M.D. Fla. June 7, 2011). In other words, the Brigliadora plaintiff  [**30] did not rebut the valuation that 
was a product of Wells Fargo's use of AVMs. Plaintiffs here, by contrast, have specifically alleged that their property values had 
not suffered declines that can be deemed significant."
34,9," Again, the court notes, Plaintiffs have not presented these circumstances as an independent violation, but because Defendant 
argues as though they have, the court addresses the argument here. "
36,10," The court notes that Plaintiffs' contract claims are governed by the laws of different states. ""[T]he choice-of-law rule  [**38] for 
pendent state claims should be that of the forum [state]."" Baltimore Orioles, Inc. v. Major League Baseball Players Assoc., 805 
F.2d 663, 681 (7th Cir. 1986). In Illinois, ""the law applicable to a contract is that which the parties intended . . . [w]hen that intent 
is expressed."" Hofeld v. Nationwide Life Ins. Co., 59 Ill.2d 522, 529, 322 N.E.2d 454, 458 (1975). The HELOC agreements 
require the use of Minnesota law (Cavanagh, Group Ex. A at 5), California law (Frank, Group Ex. A at 6; Malcolm, Group Ex. A 
at 5; Walsh, Group Ex. A at 6), Delaware law (Hackett, Group Ex. A at 7), Texas law (Mayes, Group Ex. A at 5), and Arizona law 
(Wilder, Group Ex. A at 5). "
38,11," The Washington Mutual agreement entered into by Plaintiff Frank provides an illustrative list. It explains that a HELOC may be 
reduced or suspended if: the property value declines significantly; the bank believes the borrower cannot meet his or her 
obligations; the borrower defaults on his or her obligations; the government prohibits charging the APR specified in the 
agreement; government action affects the priority of the bank's security  [**46] interest in the property; the government informs 
the bank ""that continued advances may constitute an unsafe and unsound business practice""; or the maximum APR has been 
reached. (Group Ex. A at 14.) Defendant explains the reductions or suspensions at issue in this case solely by reference to the 
provision permitting such action where there has been a significant decline in property value; it does not contend that the 
reductions or suspensions are justified by reference to any other enumerated provision. "
39,12," Hackett's agreement explains that You agree to pay us a non-refundable Annual Participation Fee of $25.00 during the Draw Period and any extension of the 
Draw Period. Unless you terminate your Credit Account and pay the outstanding balance, the Annual Participation Fee will 
be charged to your Credit Account annually during the Draw Period in the Monthly Statement Period ending on your 
anniversary month which we assign to your Credit Account. (Group Ex. A at 22.)"
39,13," Plaintiffs do not discuss what state law they believe applies to each Plaintiff's implied covenant claim, but as their claims are 
based on contractual performance, this court applies the same choice-of-law provisions to these claims. See Amakua 
Development LLC v. Warner, 411 F. Supp. 2d 941, 948 (7th Cir. 2006). "
