Page,Label,Text
37,1," Defendant Oriental Rug Importers Association (""ORIA"") joined in the instant motions. (Tr. at 4.) (""Tr."" refers to the transcript of 
oral argument on October 16, 2001.). However, neither Bashian Bros., the Etessami Defendants, nor the Newman Defendants 
have briefed the issues with regard to ORIA. For example, this Court notes that no party has briefed the issue of whether the 
illegal actions of ORIA's members may be imputed to ORIA itself, which is distinct from the issue of whether the conduct of 
ORIA's officers may be attributed to their respective companies. See American Society of Mechanical Engineers, Inc. v. 
Hydrolevel Corp., 456 U.S. 556, 570, 72 L. Ed. 2d 330, 102 S. Ct. 1935 (1982) (determining that a professional association could 
be held liable for the actions of its officers and agents taken with apparent authority). Moreover, in the absence of such briefing, 
Plaintiffs have had no opportunity to respond to the contention that ORIA may not be held liable for the actions of its officers. 
Accordingly, this Court will not determine, at this time, whether ORIA is entitled to a grant of summary judgment as to Plaintiffs' 
claims."
37,2," The procedural and factual history of this case, extending back to 1995, has been described at length in the prior opinion of the 
Third Circuit, Carpet Group International v. Oriental Rug Importers Assoc., Inc., 227 F.3d 62 (3d Cir. 2000), and the Reports and 
Recommendations of the Honorable G. Donald Haneke, U.S.M.J., dated February 11, 1998, and June 2, 1998. The facts below 
are extrapolated from these sources."
37,3, Bashian is not a named defendant in this case.
37,4," On January 1, 2000, Etessami & Sons closed its business. The corporate entity still exists, however, in part to collect 
outstanding accounts receivable. (Issac Etessami Decl. P 4.) "
38,5," Defendants Pande Cameron & Co. of New York, Kelaty Rugs International, and Daniel Hodges are not parties to the instant 
motions for summary judgment. "
41,6," Based on the attached letter, one of the Pakistani individuals at the September 29, 1993 meeting was Abu Shamim Ariff, Vice-
Chairman of the EPB--whose governmental status Plaintiffs do not challenge. (Fierst Decl., Ex. 23.) Although the identity of the 
other Pakistani attendee is unclear, to the extent that it constituted lobbying of Pakistani government officials, it is protected by 
the Noerr doctrine."
41,7," See Tr. at 40-41 (""Tr."" refers to the transcript of oral argument in this matter on October 16, 2001.)."
41,8," Defendants also challenge whether the ""PCEM Association,"" copied in the 1992 letter, is identical to the PCMEA. Without 
making a determination on this issue, this Court notes that as of 1997, the PCMEA had an address similar to that listed for the 
PCEM Association in the 1992 letter. For example, the address in the 1992 letter reads: ""First Floor Ali Complex, Empress Rd., 
Lahore, Pakistan."" (Green Decl., Ex. 6 at 3.) In an article listed on the World History Archives, dated June 11, 1997, contact 
information for the PCMEA was listed as: ""Ali Complex, 23 Empress Road, Lahore, Pakistan."" (available at http://www.hartford-
hwp.com/archives/52/012.html.) "
42,9," Additionally, in his certification, T.S. Chadha, the Executive Director and Secretary of the CEPC, states that although the 
council was ""set up by the Ministry of Textiles and the government of India,"" it ""has a membership of more than 2,500 
manufacturers and importers."" (T.S. Chadha Cert. P 1.) "
43,10," Moreover, despite Defendants' assertions to the contrary, they have produced no evidence tending to demonstrate that their 
communications to CEPC and PCMEA--requesting that CEPC not sponsor the November 1993 CGI show and that PCMEA not 
allow their participation in the 1994 Hand-knotted Carpet Exhibition--were at the very least indirect attempts to challenge 
Pakistani policy or laws. Cf. Federal Prescription Service, Inc. v. American Pharmaceutical Asso., 471 F. Supp. 126, 130 (D. 
D.C. 1979) (holding that a professional association's use of private group in publicity campaign was within the scope of Noerr-
Pennington doctrine). "
