Page,Label,Text
24,1," Although the parent was originally named as a defendant, it was agreed at trial that plaintiffs would proceed solely against 
MBNA."
24,2," For details regarding certification of the class, see Link v. Mercedes-Benz of North America, Inc., Daimler-Benz A.G., 1975-2 
Trade Cas.  (CCH) P60,534 (E.D. Pa. 1975), appeal dismissed, 550 F.2d 860 (3d Cir. 1977). "
25,3," In a prior order filed April 30, 1984, and opinion and order filed May 29, 1984, I granted summary judgment for defendant on 
plaintiffs' claim of overcharges in the sale of parts, based on Illinois Brick Co. v. State of Illinois, 431 U.S. 720, 52 L. Ed. 2d 707, 
97 S. Ct. 2061 (1977). I also noted that plaintiffs who purchased parts from franchisee dealers could continue to seek injunctive 
relief under section 16 of the Clayton Act, 15 U.S.C. § 26 (1983). See Mid-West Paper Products Co. v. Continental Group, Inc., 
596 F.2d 573, 590-94 (3d Cir. 1979). Plaintiffs' claims in this regard are discussed later in this opinion."
25,4," The jury answered ""no"" to the following interrogatory:"
25,1," . (a) Have the plaintiffs proved by a preponderance of the evidence that Mercedes-Benz of North America, Inc., acted (not 
individually but in a concerted way) with one or more of its dealers by contracting, combining or conspiring with a conscious 
commitment to a common scheme to fix and raise the labor charges for non-warranty repair work?"
25,5," Plaintiffs have also moved to set a hearing date on their motions for sanctions. This request is denied and the motions 
dismissed. The trial was structured to provide both sides with ample opportunity for discovery.  I believe that defendant made 
every reasonable effort to produce documents in its possession and otherwise cooperate in discovery matters. Because I find no 
conduct by defendant that warrants the imposition of sanctions, there is no basis for further consideration of these motions. "
27,6," Plaintiffs asked that a full evidentiary hearing be held on the juror contact issue. I denied this request by an order dated 
November 15, 1984. I feel that such a hearing is neither compelled by the case law in this area nor warranted by the 
circumstances of this case. In my view, the actions taken to investigate the alleged juror contact were adequate to protect the 
rights of the parties and insure the fairness of the trial. Plaintiffs contend that under Smith v. Phillips, 455 U.S. 209, 71 L. Ed. 2d 
78, 102 S. Ct. 940 (1982), the court was required to hold a full evidentiary hearing at which counsel would have the opportunity 
to cross-examine witnesses.  While this may be the appropriate course to take in criminal cases involving clearly improper juror 
contacts or serious questions of juror bias, I do not feel that a hearing of this type is mandated in a civil action where no improper 
contact has been shown. See, e.g., Standard Alliance Industries v. Black Clawson Co., 587 F.2d 813, 828 (6th Cir. 1978), cert. 
denied, 441 U.S. 923, 60 L. Ed. 2d 396, 99 S. Ct. 2032 (1979) (""The correct response of a trial judge, when confronted with 
allegations of improper jury contact, is to give notice to the parties and to question the jurors on the record about any alleged 
incident.""). "
28,7," Of particular relevance is paragraph 7 of the order which states: The issues in the ""conspiracy"" phase of the trial will be the following: (a) Are Mercedes-Benz dealers bound by contract to use Mercedes-Benz Service Management Controls, and if so, which 
dealers are so bound. Does a requirement that Service Management Controls are to be used necessarily mean that 
Mercedes-Benz Labor Time Guide values will be followed. (b) Did Mercedes-Benz combine with some or all of its dealers to set the labor times in the various Mercedes-Benz Labor 
Time Guides to be used for nonwarranty repairs by the combining dealers, and/or, did Mercedes-Benz combine with some 
or all of its dealers to promulgate and use Mercedes-Benz Labor Time Guides and thereby fix prices dealer-wide for 
nonwarranty repairs. (c) Did Mercedes-Benz combine with some or all of its dealers to fix or peg the customer labor rate charged by those 
dealers on nonwarranty repairs. "
31,8," Specifically, plaintiffs also contend that the court erred in its charge by (1) setting out an unwarranted distinction between 
horizontal and vertical price-fixing; (2) instructing the jury that they could not infer an agreement from the advocacy by MBNA of 
certain business practices and the subsequent statement by a dealer that it intended to follow such advice, where the dealer's 
decision was independent; (3) referring to defendant's argument that plaintiffs put on no witnesses who could show that the time 
guides were inflated; (4) stating that MBNA could recommend the use of an inflated guide if its dealers then agreed to use it 
independently; (5) telling the jury that it must determine whether each dealer had individually conspired with Mercedes. "
34,9," Specifically, plaintiffs contend that the court erred by: (1) separating the trial of labor and parts issues, granting summary 
judgment on parts damages claims, and excluding from trial evidence concerning parts; (2) deferring a decision on plaintiffs' 
motions for sanctions; (3) requiring the jury to find conspiracy on a ""dealer by dealer"" basis; (4) unreasonably constricting 
plaintiffs' rebuttal case; (5) excluding evidence of MBNA dealers' profitability and refusing to permit cross-examination of dealer 
witnesses on this subject; (6) excluding evidence of concerted action between MBNA and its dealers in April and May, 1985; (7) 
refusing to permit plaintiffs to cross-examine dealer witnesses on their knowledge of Hollywood Service Management controls; 
(8) refusing to require the production of documents from zone offices and failing to investigate allegations of document 
destruction at zone offices; (9) commenting that certain of plaintiffs' evidence was not germane; (10) permitting defense 
witnesses to testify to hearsay matters; (11) refusing to admit evidence of the profitability of MBNA franchises; (12) admitting 
Exhibit D-268, a summary prepared by MBNA during the course of litigation; (13) unfairly restricting plaintiffs' use of expert 
testimony; (14) excluding Exhibit P-203 relating to the use of Service Management Controls. "
35,10," Plaintiffs incorrectly state that the only issue submitted to the jury was whether the time guide was inflated. In fact, the issue 
submitted to the jury was whether MBNA and its dealers conspired to fix and raise the price of labor charges for nonwarranty 
repairs. The jury determined that no such violation occurred. Plaintiffs' assertion that the jury considered only the inflation issue 
is apparently based on information gained from post-verdict juror interviews. Such testimony may not be used to call into 
question the clear language of the verdict in an effort to restrict its effect."
35,11," HN8[
] Even if plaintiffs are unable to prove that concerted activity has resulted in legally cognizable damages, they may still 
be entitled to injunctive relief. McLain v. Real Estate Board of New Orleans, 444 U.S. 232, 243, 62 L. Ed. 2d 441, 100 S. Ct. 502 
(1980). In the injunction context, once a determination has been made that the defendant has violated the antitrust laws, a 
plaintiff need only demonstrate a ""threatened loss or damage"" growing out of a violation. Thus, injunctive relief may be available 
though plaintiff has not yet suffered or proved actual injury.  Zenith Radio Corp. v. Hazeltine Research, Inc., 395 U.S. 100, 130, 
23 L. Ed. 2d 129, 89 S. Ct. 1562 (1969). The purpose of giving private parties treble-damage and injunctive remedies was not 
merely to provide private relief, but was also to serve the purpose of enforcing the antitrust laws. Id.  Section 16 should be 
construed and applied with this purpose in mind. Id. "
36,12," The doctrine of collateral estoppel is not implicated here since no issues were actually litigated. See Lawlor v. National Screen 
Service Corp., 349 U.S. 322, 326, 99 L. Ed. 1122, 75 S. Ct. 865 (1955)."
36,13," I also reject defendant's contention that plaintiffs have waived their claim for injunctive relief relating to parts. In the April 30, 
1984, order, the court set for trial only issues relating to the pricing of labor charges for nonwarranty repairs. That order also 
instructed the parties that plaintiffs could continue to seek parts injunctive relief. No time frame was suggested for seeking such 
relief. While the court was under the impression, perhaps mistaken, that plaintiffs were not going to pursue their claim for 
injunctive relief, now that they have indicated their interest in doing so, the opportunity will be open to them. "
44,1," 15 U.S.C. § 1 provides in relevant part: Every contract, combination in the form of trust or otherwise, or conspiracy, in restraint of trade or commerce among the 
several states, or with foreign nations, is declared to be illegal . . . . "
45,2," On February 13, 1979, Central had 48,000 shares of stock outstanding. On that day, Mr. Calcutt owned 18,090 (37.6%); 
Harvey L.  Calcutt - one of his son's - owned 300 shares (.63%); Harry C. Calcutt - another son - owned 180 shares (.48%); 
Northwestern Savings and Loan Association Deferred Compensation Plan - of which Mr. Calcutt was a Trustee - owned 2,400 
shares (5%); DeBruyn Concrete Products Company Profit Sharing Trust - of which Mr. Calcutt was a Trustee - owned 480 
shares (1%); and Murchie and Calcutt Employees Retirement Fund - the retirement program at Mr. Calcutt's law firm - owned 
300 shares (.63%). The total percentage of outstanding shares controlled by Mr. Calcutt on that date was 45.34%. At the time of 
the trial in this matter, Mr. Calcutt owned a 50.55% interest in Central."
45,3," Of the 48,000 shares outstanding, 89.1% voted in favor of Mr.  Calcutt's proposed slate of directors. "
46,4," These figures were cited by Commissioner Eugene W. Kelly of the Financial Institutions Bureau of the Michigan Department of 
Commerce in his opinion in In the Matter of Central State Bank, June 23, 1983. (Defendant's exhibit WW)"
46,5," Government exhibit 402(d), which reflects total deposits and market shares of Benzie County banks from 1977 through 1984. 
This data is derived from the Federal Deposit Insurance Corporation Summary of Deposits Report for each of those years."
46,6, Id.
46,7, Id.
46,8, Id.
46,9, Id.
46,10, Id.
46,11," Testimony of Dr. Paul Horvitz, the Government's economics expert, Tr. 1001-1002. "
47,12," Defendants' exhibit ZZ. These statistics were compiled by Data Research Center, Inc. (Traverse City, Michigan)."
47,13, Ibid.
47,14," The results of this study are set forth in full at defendants' exhibit PP, and are summarized at defendants' exhibit OO. The 
study consisted of 400 telephone interviews of people residing in Benzie, Antrim, Leelanau, Kalkaska, and Grand Traverse 
Counties. The interviewees were selected in a statistically valid, random manner, with the number from each county being in the 
same proportion to the counties' populations. Data Research, Inc., assisted in the study, and its results are accurate to within 5 
percent."
47,15," Defendants' exhibit OO, p. 3."
47,16," Id., pp. 8-11. The market study does not reflect the locations of the stores the respondents identified in the poll. The poll 
results only indicate the store names. The locations of the stores were provided by the direct testimony of Mr. Orrin B. Robbins, 
the president and publisher of the Record Eagle, and a resident of Traverse City. (See Trial Transcript pp. 1721-1723.)"
47,17," Old Kent Financial Corporation acquired the Pacesetter Bank in 1984 to establish a market presence in Traverse City. 
Pacesetter had previously acquired the Traverse City State Bank, which was the existing bank in 1979."
47,18," See Defendants' exhibit BB, reflecting accounts of Benzie County residents held by Grand Traverse County banks."
