Page,Label,Text
22,1," The parties reached a partial settlement agreement. It only rested, then, to adjudicate the fourth cause of action."
22,2," In light of the decision reached today in the instant case, we need not discuss assignments of error (1) and (3). "
23,3," Section 1 of the Sherman Act, 15 U.S.C. § 1, provides: ""Every contract, combination in the form of trust or otherwise, or 
conspiracy, in restraint of trade or commerce among the several States, or with foreign nations, is declared to be illegal. Every 
person who shall make any contract or engage in any combination or conspiracy hereby declared to be illegal shall be deemed 
guilty of a felony, and, on conviction thereof, shall be punished by fine not exceeding $10,000,000 if a corporation, or, if any 
other person, $350,000, or by imprisonment not exceeding three years, or by both said punishments, in the discretion of the 
court."" The section of the Sherman Act that applies to Puerto Rico is sec. 3. The wording of this section is similar to the above-
cited sec. 1."
23,4," See: National Soc. of Professional Engineers v. U.S., 435 U.S. 679 (1978); Standard Oil Co. v. United States, 221 U.S. 1 
(1911)."
23,5," Puerto Rico v. Shell Co., 302 U.S. 253 (1937)."
23,6," See: P.R. Fuels, Inc. v. Empire Gas Co., Inc.t 149 D.P.R. 691,709 [49 P.R. Offic. Trans.    ,    ] (1999), and Pressure Vessels 
P.R. v. Empire Gas P.R., 137 D.P.R. 497, 508-509 [37 P.R. Offic. Trans.    ,    ] (1994), where we stated: ""[T]he creative 
application of the law is left open, both for the executive and judicial branches, in the light most favorable to our economic 
development, notwithstanding the already-existing [federal] legislation."" See Joint Report of the House Standing Committees on 
Judicial Matters, the Treasury, and Commerce and Industry. 18 Diario de Sesiones de la Asamblea Legislativa (Cámara) (House 
Journal of Proceedings) 1425-1426(1964). (Emphasis added.)"
23,7," Some examples of state intervention in our economy are: (1) the act that regulates the operation of business establishments 
(our current Closing Law), Act No. 1 of December 1, 1989, as amended, 29 L.P.R.A. § 301 et seq.; (2) the act that regulates 
dealer's contracts, Act No. 75 of June 24, 1964, as amended, 10 L.P.R.A. § 278 et seq. (for a caselaw interpretation of Act No. 
75, see Roberco, Inc. y Colón v. Oxford Inds., Inc., 122 D.P.R. 115 [22 P.R. Offic. Trans. 107] (1988)); (3) the authority 
vested in the Department of Consumer Affairs (D.A.Co.) to fix prices, Act No. 5 of April 23, 1973 (3 L.P.R.A. § 341 et seq.)."
23,8," In P.R. Fuels, Inc. v. Empire Gas Co., Inc., 149 D.P.R. at 708 [49 P.R. Offic. Trans. at    ], this Court, citing Pressure Vessels 
P.R. v. Empire Gas P.R., 137 D.P.R. at 508 [37 P.R. Offic. Trans, at    ], stated that one of the fundamental objectives of the 
Antitrust Act was ""[t]o provide a flexible basis for the application of the law itself, based on a standard of reasonableness that 
would allow our courts to take into consideration the particular characteristics and needs of our economy, as well as the 
government plans and private sector activities for putting it into practice."" Joint Report of the House Standing Committees on 
Judicial Matters, the Treasury, and Commerce and Industry, supra, at 1425-1426. "
24,9," Since Puerto Rico's economy is highly regulated, price fixing by the government is not surprising and is even indispensable 
sometimes for striking a balance in weaker areas of our economy. See the Department of Consumer Affairs Organic Act, n.7."
24,10," See State Oil Co. v. Khan, 522 U.S. 3 (1997)."
24,11," In the case of (a) tying arrangements, (b) reciprocal dealing, and (c) group boycotts, courts will apply the per se rule, but only if 
certain elements are shown, such as coercion, or if it is apparent on a quick look that one of the businesses has substantially 
more market power than the other. 1 Julian O. von Kalinowski, Peter Sullivan, and Maureen McGuirl, Antitrust Laws and Trade 
Regulations § 12.01, at 12-3. "
25,12," It bears mentioning that a third, hybrid test for unreasonableness has been developed in the federal jurisdiction in which proof 
of market power is not required. FTC v. Indiana Federation of Dentists, 476 U.S. 447 (1986). Von Kalinowski, supra, at 12-15. In 
NCAA v. Board of Regents of the Univ. of Okla., 468 U.S. 85 (1984), the United States Supreme Court held that where a naked 
restriction on price or output is involved, proof of market power is not essential. In other words, the possible violation of antitrust 
laws was so obvious that without having to apply the per se rule or a complex and lengthy rule of reason inquiry, the controversy 
could be adjudicated by summarily applying the rule of reason; the beneficial, harmful, or alternate effects of such a restraint on 
trade could be summarily detected and balanced. 7 Phillip E. Areeda, Antitrust Law: An Analysis of Antitrust Principles and 
Their Application 403 (1986). This doctrine is known as the ""truncated rule of reason."" This method cannot be employed in the case under our consideration because the necessary balance to analyze the restraint 
cannot be made on the basis of the pleadings and accompanying documents."
25,13," For the traditional 1940 view—which banned, as a rule, all kinds of restraint—see U.S. v. Socony-Vacuum Oil Co., 310 U.S. 
150 (1940). This view began to change in the 1970's with the decision in Broadcast Music, Inc. v. CBS, 441 U.S. 1 (1979), and in 
the 1980's with NCAA v. Board of Regents of Univ. of Okla., 468 U.S. 85 (1984). In the 1990's, however, the trend followed 
when applying the doctrines was somewhat uncertain in cases in which the court employed a traditional view, such as FTC v. 
Superior Court Trial Lawyers Assn., 493 U.S. 411 (1990), and in cases in which the court was more flexible, such as State Oil 
Co. v. Khan, 522 U.S. 3 (1997). "
26,14," Since the end of the 19th century, the United States Supreme Court has held that a noncompetition agreement that operates 
when one of the companies involved in the agreement is sold should not be judged under the per se rule. Addyston Pipe & Steel 
Co. v. United States, 175 U.S. 211 (1899). In the middle of the 20th century, the United States Supreme Court extended the 
application of the above pronouncements regarding noncompetition agreements when employment contracts are involved. 
Schine Theatres v. United States, 334 U.S. 110 (1948) (overruled on other grounds); Copperweld Corp. v. Independence Tube 
Corp., 467 U.S. 752 (1984). For the treatment in our jurisdiction of noncompetition clauses in employment contracts, see Arthur 
Young & Co. v. Vega III, 136 D.P.R. 157 [36 P.R. Offic. Trans.    ] (1994)."
26,15," When the effects of a particular agreement are not clear, the court should hesitate to apply the per se rule, especially when the 
effect of the challenged restraint cannot be assessed. See Northwest Stationers v. Pacific Stationery, All U.S. 284, 294-298 
(1985). Von Kalinowski, supra, at 14-10."
26,16," In fact, there are several references on record to the high competitiveness of ""that market."" One of these references is found in 
the letter sent by General Gases to Guillermety on September 21, 1990, which states: ""We understand and acknowledge your 
costs, as well as the fierce competition existing in this field ..."" [Exhibit 8 of the Petition for Certiorari at 111.] In the Motion for 
Summary Judgment, at 8, General Gases stated: ""[S]ince then, General Gases has been an active competitor in this market 
together with other companies engaged in the same line of business."" In the Pretrial Conference Report, at 7, Shoring refers to 
that industry as one ""of the most competitive in Puerto Rico."" "
35,1, The facts are undisputed unless otherwise noted. 
37,2," ""'Affiliates' is defined as RPR and Persons 'directly or indirectly controlled by RPR.'"" Watson's UF P 27. ""'Control' means 'the 
direct or indirect ownership of over 50% of the outstanding voting securities of a Person, or the right to receive over 50% of the 
profits or earnings of a Person.'"" Watson's UF P 28. Defendants do not dispute the contract terms but argue that they ""expressly 
limited the scope of 'affiliate' to exclude from its reach RPR's European parent[, Rhone-Poulenc, S.A. (or 'RPSA')] because RPR 
could not bind its parent and was not apprised of the parent's future plans."" RPR's SGI P 27."
37,3," At the time the License Agreement was executed, there were three branded diltiazem products available: Dilacor XR(R) to be 
distributed by Watson, Tiazac made by Forest Laboratories and Cardizem CD(R) made by Hoechst Marion Roussel, Inc. 
Cockburn Decl. P 5(b). In 1998, generic diltiazem appears to have been sold by Watson, Mylan and Andrx. Cockburn Decl. Ex. 
A at 15. In 1999, Apotex entered the generic diltiazem market and by 2000 Faulding and Teva had also entered that market. Id. "
38,4," RPR does not refute the truth of this statement, but it would add the following: ""This statement fails to mention that Watson was 
fully apprised of the terms of the Consent Decree before entering into the transaction to acquire the rights to the Dilacor 
Products. Watson received all of the information that Watson felt it needed about Centeon in the course of its due diligence and 
was 'satisfied' with Centeon's ability to manufacture the Dilacor products."" RPR's SGI P 14. "
40,5," The relevant agreements all contain a provision selecting New York substantive law as controlling any disputes ""relating to or 
arising out of"" each agreement. However, the Court analyzes the relevant contracts under California law because no party has 
suggested in the current motions that any other law is applicable. Both parties cite almost exclusively California law in their 
briefs. "
41,6," It is otherwise undisputed that, absent a defense, RPRPI breached the Supply Agreement by failing to supply Plaintiff with ""all 
of its requirements"" of Dilacor XR(R) for the duration of the Supply Agreement. See Watson's UF PP 22, 40; Gaut Decl. Vol. II 
Ex. 52, P 2.1. "
