Page,Label,Text
23,1," With respect to the Sherman Act claims, the Direct Purchasers seek injunctive relief and (treble) damages, while the Indirect 
Purchases seek only injunctive relief. (Id. P 131.)"
23,2," The Court denied as moot Defendants' motion to dismiss the Indirect Purchasers' state law claims. (See Feb. 20, 2008 Order at 
5 (""Because, in a separate Order issued simultaneously herewith, the Court denies certification of a class of Indirect Purchasers 
under Fed. R. Civ. P. 23, this aspect of Defendants' motion is denied as moot."").) Five individual Indirect Purchasers remain in the case: (i) Brenda Caldarelli, ""a resident of Los Angeles County, California""; (ii) 
Alberta Lopez, ""a resident  [*8] of Los Angeles County, California""; (iii) Carrie Pardy, ""a resident of Los Angeles County, 
California""; (iv) Gary Freed, ""a resident of Monmouth County, New Jersey""; and (v) Neil Schwam, ""a resident of New York 
County, New York."" (See Compl. PP 24-28.)"
23,3," Defendants also argue that ""Dr. Tinari's proposed damage[s] testimony should be excluded for the reasons set forth in the 
Court's Order of February 20, 2008 denying class certification"" and that ""Del Monte is entitled to summary judgment against the 
individual [I]ndirect [P]urchasers for the [same] reasons set forth . . . above."" (Defs. Mem. at 44.) "
24,4," The Daubert Hearing included the cross-examination and redirect examination of Dr. Cotterill, as Plaintiffs had submitted Dr. 
Cotterill's expert report in lieu of his direct testimony. It also included oral argument by counsel for the Direct Purchasers, 
Michael M. Buchman,  [*12] J. Douglas Richard, and counsel for Del Monte, David A. Barrett, and Carlos Sires. "
25,5," Plaintiffs in the instant case allege that Del Monte knew, prior to the filing of the Dole Action, that MD-2 plant material ""was 
legally available in the marketplace and Del Monte had given  [*17] its planting material away as gifts."" (Pls. 56.1 P 72.) "
26,6," Plaintiffs in the instant case allege that Del Monte was on notice prior to filing the patent infringement counterclaim in the Maui 
Action that the CO-2 patent was invalid based upon, among other things, Maui's sales of CO-2 pineapples as far back as 1973. 
(See Defs. 56.1 PP 80-81, 90-92; Pls. 56.1 PP 80-81, 90-92.)"
26,7," ""To demonstrate an attempted monopolization claim under Section 2, a plaintiff must establish: [i] that the defendant has 
engaged in predatory or anticompetitive conduct with [ii] a specific intent to monopolize and [iii] a dangerous probability of 
achieving monopoly power."" Aventis, 383 F. Supp. 2d at 503  [*22] (internal quotations and citation omitted). ""Both 
monopolization and attempted monopolization claims require anticompetitive behavior by the defendant."" Dresses for Less, Inc. "
27,," v. CIT Group/Commercial Servs., Inc., No. 01 Civ. 2669, 2002 U.S. Dist. LEXIS 18338, 2002 WL 31164482, at *12 (S.D.N.Y. 
Sept. 30, 2002)."
27,8," ""For purposes of summary judgment, Del Monte does not address whether the Champaka pineapple also should be included in 
the relevant product market. . . ."" (Defs. Mem. at 21 n.24.)"
27,9," Plaintiffs argue unpersuasively that establishing a relevant product market is unnecessary because Del Monte ""achieved a 
huge operating profit to sales ratio, 63.5%[,] in its Gold business unit."" (Pls. Opp'n at 20 & n.26; see Cotterill Report App. A.) But 
see Meijer, Inc. v. Barr Pharms. Inc.., 572 F. Supp. 2d 38, (D.D.C. 2008) (""Plaintiffs fail to cite a single case (and the Court is 
aware of none) where a court has allowed the use of direct evidence of market power to define a product market.""); Re/Max Int'l, 
Inc. v. Realty One, Inc., 173 F.3d 995, 1019 (6th Cir. 1999) (a plaintiff must set forth ""unambiguous evidence that a defendant 
can control prices or exclude competition""); In re Remeron Direct Purchaser Antitrust Litig., 367 F. Supp. 2d 675, 683 (D.N.J. 
2005). "
