Page,Label,Text
42,1," At this time, the Court refrains from addressing whether Union Defendants are afforded statutory and nonstatutory exemptions 
to the anti-trust laws. "
44,2," Prime Healthcare alleges the following activities were ""coordinated"" by Defendants in ""secret meetings,"" and constitute anti-
competitive conduct that resulted in a restraint of trade: (1) Kaiser Defendants are violating the Taft-Hartley act, 29 U.S.C. § 186, by disguising payments to the SEIU under the Labor 
Management Partnership Trust, which is nothing more than a vehicle to funnel payments directly to the SEIU to knock out 
Kaiser's competitors. Kaiser Defendants allegedly paid over $140 million into the Partnership Trust since 2004. The Trust then 
transferred over $50 million to the Labor Management Coalition which essentially made direct payments to representatives of 
the SEIU. These facts demonstrate that the Partnership Trust is a sophisticated money laundering operation, and the payments 
are part of the benefits the SEIU receives directly for participating in the illegal conspiracy. (FAC ¶¶173-187); (2) Union Defendants sought to increase the number of healthcare workers it represents by waging pressure campaigns against 
Kaiser competitors to render those companies less competitive. (FAC ¶¶ 195-97); (3) Union Defendants  [*21] targeted Kaiser competitors Columbia/HCA, Tenet and CHW, using tactics such as publicizing 
reports and studies designed to cast a negative light on the hospitals, some of which resulted in investigations by agencies. 
(FAC ¶¶198-203); (4) Union Defendants' organizing tactics resulted in Tenet and CHW ""strik[ing] a deal"" with Union Defendants, which in turn 
""raised its cost-structure and made it less of a market threat to Kaiser."" (FAC ¶¶202-203); "
45,," (5) Union Defendants advocated in favor of two ballot initiatives, which would have increased costs for for-profit hospitals, but 
later abandoned support of those initiatives after entering into an agreement with the California Hospital Association. (FAC ¶¶ 
207-211); (6) Kaiser Defendants supported Union Defendants' proposal to increase nurse staffing ratios, a decision made against Kaiser's 
own business interest because increased staffing increases hospital costs and which only served to increase SEIU membership. 
(FAC ¶¶ 214-20); (7) Kaiser and Union Defendants negotiated the termination of approximately 1,350 of SEIU-represented Kaiser employees, an 
action that was not in the best interest of the Union Defendants but strengthened Kaiser's role  [*22] in the market. (FAC ¶¶ 226-
29); (8) Kaiser Defendants encourages its members to call a ""nurse line"" before seeking emergency care, in which Kaiser coerces 
their members to select Kaiser facilities for their emergency room needs instead of non-Kaiser hospitals. (FAC ¶¶ 252-54); (9) Kaiser Defendants, through threats and intimidation, forces its members to transfer from Prime Healthcare's hospitals to 
Kaiser facilities, and harasses, intimidates and coerces the treating Prime Healthcare physician to authorize the transfer of the 
Kaiser member patient. (FAC ¶¶ 254-56); (10) Kaiser Defendants refuse to pay claims from non-Kaiser hospitals such as Prime Healthcare, thereby raising Prime 
Healthcare's cost to do business and remain a competitor. (FAC ¶¶ 257-60; 305); (11) Kaiser Defendants and Union Defendants together increased wages for healthcare workers, reflecting ""an attempt to mask 
its anticompetitive conduct from antitrust scrutiny by taking advantage of the antitrust exemption afforded labor unions under 
current case law."" (FAC ¶ 262); (12) Defendants together planned a public campaign against Prime Healthcare, which Union Defendants executed beginning in 
February 2010. (FAC ¶¶ 265-288); (13)  [*23] Union Defendants supported California Senate Bill 408, legislation ""prepared in retaliation for Prime's November 2010 
acquisition of Alvarado Hospital and designed for no purpose other than to restrict Prime's ability to acquire additional hospitals."" 
While many hospitals opposed this measure, Kaiser ""stood on the sidelines."" The bill was ultimately vetoed by Governor Jerry 
Brown. (FAC ¶¶ 290-91); (14) Union Defendants campaigned to block the bankruptcy sale of Victor Valley Community Hospital to Prime Healthcare 
Services Foundation. (FAC ¶¶ 292-96); (15) By contrast, Union Defendants have not publicized negative information regarding Kaiser's overpayment for reporting 
excess cases for certain illnesses, assessment of record penalties, mortality rates identified in Kaiser's kidney transplant 
program, or Occupational Safety and Health Act complaints filed by Kaiser employees. (FAC ¶¶ 302-09); (16) Kaiser and Union Defendants advocated for the passage of SB 1285, a bill that would require hospitals with an out-of-
network emergency utilization rate of greater than fifty percent to adjust charges for out-of-network emergency care. (FAC ¶¶ 
312-318); (17) During a meeting between Prime Healthcare  [*24] representatives and SEIU-UHW President Dave Regan, Mr. Regan 
""demanded that Prime enter into an organizing agreement with UHW,"" and ""if Prime did not capitulate to his demands, [Union 
Defendants] would push the 'Prime Bill', i.e., SB 1285."" Prime did not agree and the next day the bill was passed in the California 
legislature. (FAC ¶¶ 318-20); (18) Union Defendants have launched unsuccessful litigation against Prime Healthcare. (FAC ¶¶ 321-23) "
51,3," At this time, the Court refrains from taking judicial notice of publicly available information showing Kaiser's market share. "
57,1," HN1[
] In reviewing the grant of a motion to dismiss, ""[t]he facts contained in the petition are  [**2] treated as true and they 
are construed liberally in favor of the plaintiffs."" In re T.Q.L., 386 S.W.3d 135, 139 (Mo. banc 2012). ""The court makes no effort 
to weigh the credibility and persuasiveness of the facts alleged."" Id. "
58,2," In both points, Hedrick has failed to follow the required format for a Point Relied On under Rule 84.04(d)(1)(C). HN3[
] Failure to follow Rule 84.04 is cause for dismissal. However, we will review this appeal ex gratia as the issues are sufficiently defined 
and easily resolved. "
59,3," All statutory references are to RSMo 2000, through the most current cumulative supplement, unless otherwise indicated."
59,4," At oral argument Hedrick's counsel stated that Hedrick first became aware of the policy when he received his service letter 
following his termination."
59,5," Notably, neither party produced a written policy concerning the prohibition against patronizing a competitor; however, even if 
one were to have been produced, our analysis does not change because being terminated for refusing to sign a restrictive 
covenant (the use of which is against public policy) is not at issue. "
63,1," The four GDSs are Sabre/Travelocity, Worldspan, Galileo, and Amadeus. (See id. ¶ 2.) "
