Page ,Label ,Text
  24 ,1     ," The corporate defendants are International Boxing Club of New York, Inc., International Boxing Club, and Madison Square
             Garden Corporation.  The individual defendants are James D. Norris and Arthur M. Wirtz.  The individual defendants, together
             with Madison Square Garden Corporation, own 80% of the stock of International Boxing Club of New York, Inc., and
             International Boxing Club.  The nature of the business involved is described in an appendix to this opinion."
  24 ,2     ," 15 U. S. C. §§ 1 and 2.  These sections provide: HN1[
             ] ""§ 1. . . . Every contract, combination in the form of trust or otherwise, or conspiracy, in restraint of trade or commerce among the several States, or with foreign nations, is declared to be illegal . . . .  Every person who shall make any contract or
             engage in any combination or conspiracy declared by sections 1-7 of this title to be illegal shall be deemed guilty of a
             misdemeanor . . . . HN2[
             ] ""§ 2. . . . Every person who shall monopolize, or attempt to monopolize, or combine or conspire with any other person or persons, to monopolize any part of the trade or commerce among the several States, or with foreign nations, shall be deemed
             guilty of a misdemeanor . . . ."" Section 4 confers jurisdiction on the district courts ""to prevent and restrain violations of sections 1-7 of this title"" in equity
             proceedings instituted under the direction of the Attorney General."
  24 ,3     ," The District Court's opinion was oral and not transcribed.  All the parties agree, however, that the dismissal was based on
             Federal Baseball and Toolson. "
  25 ,4     ," The complaint further alleges that ""With the progressive and continuing expansion of television facilities, the proportion of the
             promoter's total revenue derived from television, radio and motion pictures, has been on an ascending curve . . . ."" "
  26 ,5     ," All three media are concededly engaged in interstate commerce. E. g., Federal Radio Comm'n v. Nelson Bros. Co., 289 U.S.
             266, 279 (radio); Dumont Laboratories v. Carroll, 184 F.2d 153, 154 (C. A. 3d Cir.), cert. denied, 340 U.S. 929 (television);
             United States v. Paramount Pictures, 334 U.S. 131 (motion pictures)."
  26 ,6     ," Shall v. Henry, 211 F.2d 226 (C. A. 7th Cir.), was decided subsequent to the decision below.  So also was Peller v.
             International Boxing Club, unreported, Civil 52 C 813, April 23, 1954 (D. C. N. D. Ill.).  The unreported decision (D. C. N. D. Ill.)
             which Shall v. Henry affirmed was decided prior to the decision below but after the filing of the Government's complaint. "
  27 ,7     ," H. R. 4229, 4230, 4231, and S. 1526, 82d Cong., 1st Sess.  These bills were introduced ""by friends of baseball because they
             feared that the continued existence of organized baseball as America's national pastime was in substantial danger by the threat
             of impending litigation."" H. R. Rep. No. 2002, 82d Cong., 2d Sess., p. 1."
  27 ,8     ," The House hearings were stated to be on ""the problem of whether or not organized baseball should be exempted from the
             operation of the antitrust laws."" Hearings on ""Organized Baseball"" before the House Subcommittee on Study of Monopoly Power
             of the Committee on the Judiciary, 82d Cong., 1st Sess., p. 1."
  27 ,9     ," H. R. Rep. No. 2002 (entitled ""Organized Baseball""), 82d Cong., 2d Sess., p. 230.  Between the hearings and the report, the
             Subcommittee on Study of Monopoly Power was reconstituted as the Antitrust Subcommittee.  The report was submitted directly
             to the full House pursuant to H. Res. 95, 82d Cong., 1st Sess."
  27 ,10    ," Id., at 134-136, 231-232. "
  29 ,*     ," This opinion is concerned only with the sport as such, and not with the arrangements by which mass media show or report
             bouts. Such arrangements clearly are beyond the scope of the Toolson case, infra. "
  40 ,1     ,15 U. S. C. § 1 et seq.
  40 ,2     ," Ezzard Charles, Joe Walcott, Lee Savold, and Gus Lesnevich."
  40 ,3     ," The importance of Madison Square Garden in the present context is shown by the fact that of all the championship contests
             staged during the 12 years immediately preceding 1949, 45% were held in New York City, of which 75% were in Madison "
  41 ,      ," Square Garden.  The balance of the New York championship bouts, with one exception, were held in Yankee Stadium, the Polo
             Grounds, or St. Nicholas Arena."
  41 ,4     ," Between 1937 and 1948, 50% of all championship contests were staged in either Madison Square Garden, Yankee Stadium,
             the Polo Grounds, St. Nicholas Arena, Chicago Stadium, Detroit Olympia Arena, or the St. Louis Arena."
  41 ,5     ," At the time the I. B. C.'s were formed, Joe Louis owned 20% of the stock of each and the other 80% was split evenly between
             Norris and Wirtz on one hand and Madison Square Garden on the other.  At some point thereafter, Louis ceased to be a
             stockholder and his share was split evenly between Norris-Wirtz and Madison Square Garden.  At the time of the final decree,
             apparently as the result of an effort to make a showing of separateness of control, the Norris-Wirtz interests owned all of the
             stock in I. B. C., Illinois, and Madison Square Garden owned all of the stock in I. B. C., New York.  The trial court found that the
             two interests nevertheless still shared equally in the combined profits of both I. B. C.'s. "
  42 ,6     ," According to the District Court, the ""Nielsen Average Audience rating is a percentage which purports to show the number of
             residential television sets that were tuned in to the program expressed as a percentage of the total residential television sets,
             whether turned off or on, which were in areas into which the program was telecast."" "
  43 ,7     ," Approximately 25% of the revenue produced by the appellants' championship fights during the period covered by the complaint
             was derived through the sale of radio, television and motion picture rights."
  43 ,8     ," By analogy, it bears those sufficiently ""peculiar characteristics"" found in automobile fabrics and finishes such as to bring them
             within the Clayton Act's ""line of commerce.""  United States v. du Pont & Co., 353 U.S. 586, 593-595 (1957). "
  45 ,9     ," Norris and Wirtz were given five years to sell their stock in Madison Square Garden, which stock is listed on the New York
             Stock Exchange.  During this time, the stock is to be held by two trustees named by the court.  If the stock is not sold within five
             years, the trustees are ordered to sell it within the next two years. "
  47 ,10    ," This provision of the decree, applying only to championship contests, ordered appellants to lease their respective buildings
             upon seasonable written request by a qualified promoter, if the proposed rent is reasonable, if the applicant furnishes adequate
             security, and if at the time of the application the building is neither already under lease to another for the specified day nor in
             conflict at that time with ""any well-established event"" which has been regularly conducted therein.  If the parties cannot agree on
             what constitutes adequate security or a reasonable rental, either party may apply to the court for a determination thereof. "
  49 ,1     ," Apart from its divestiture and dissolution provisions, the decree imposes wide-ranging and pervasive restrictions on appellants'
             activities in boxing promotion and exhibition.  It renders void all exclusive contracts which they may presently have with boxers.
             It prohibits the making of new exclusive contracts, with the exception that, after five years, exclusive provision may be made for
             return bouts. Similarly, exclusive leases with stadia not owned by appellants are proscribed.  So, too, are such arrangements
             with television and radio broadcasters.  Further, appellants are restrained, for a period of five years, from promoting more than
             four championship boxing programs annually, two by Madison Square Garden and two, cumulatively, by Norris and Wirtz.
             During that five-year period also, the compulsory leasing provisions discussed in the Court's opinion are to be in effect.  Finally,
             the decree removes Norris and Wirtz as officers and directors of Madison Square Garden, and enjoins them from holding such
             positions in the future."
  49 ,2     ," The District Court put the matter in this way: ""I don't charge them [Norris and Wirtz] with malicious intentional and moral
             wrongdoing, nor do I proceed to formulate the decree on such a basis.  They are guilty, if anything, of a moral, prohibitive wrong "
  50 ,      ," which was in doubt as to whether it was even prohibitive at the time some of these acts were done, and serious doubt, but most
             people held it was not."" "
  59 ,1     ," Under present FCC regulations, NBC can own no more than five stations, 47 CFR, 1958, § 3.636, so that acquisition of a new
             station would require that an existing one be relinquished."
  59 ,2     ," Federal Communications Commission Report No. 2793, Public Notice 27067, December 28, 1955. "
  60 ,3     ," Commissioner Bartley dissented from the action, urging that hearings should have been held because the facts theretofore
             revealed by the investigation had raised ""serious questions as to the desirability and possible legality of the competitive practices
             followed by the network in obtaining dominance of major broadcast markets."" He suggested that there was ""a substantial
             question whether, once the Commission grants its approval to these transfers, certain provisions of the Clayton Act (viz.  15 U.
             S. C. Section 18) might prevent Federal Trade Commission and Justice Department from taking any effective action in the event
             they concluded that possible violations of the anti-trust laws were involved."" (Emphasis by the Commissioner.) Commissioner
             Doerfer, joined by Commissioner Mack, responded that it was unnecessary to hold a hearing because the investigation had fully
             revealed the facts.  He concluded, however: ""It is difficult to see how approval of this exchange may effectively preclude other
             governmental agencies from examining into this or any other transaction of the network companies."" "
  61 ,4     ," 44 Stat. 1162.  See H. R. Conf. Rep. No. 1918, 73d Cong., 2d Sess. 47, 49."
  61 ,5     ," ""The Secretary of Commerce is hereby directed to refuse a station license and/or the permit hereinafter required for the
             construction of a station to any person, firm, company, or corporation, or any subsidiary thereof, which has been found guilty by
             any Federal court of unlawfully monopolizing or attempting to unlawfully monopolize radio communication, directly or indirectly,
             through the control of the manufacture or sale of radio apparatus, through exclusive traffic arrangements, or by any other means.
             The granting of a license shall not estop the United States or any person aggrieved from prosecuting such person, firm,
             company, or corporation for a violation of the law against unlawful restraints and monopolies and/or combinations, contracts, or
             agreements in restraint of trade."""
  61 ,6     ," ""All laws of the United States relating to unlawful restraints and monopolies and to combinations, contracts, or agreements in
             restraint of trade are hereby declared to be applicable to the manufacture and sale of and to trade in radio apparatus and
             devices entering into or affecting interstate or foreign commerce and to interstate or foreign radio communications.  Whenever in
             any suit, action, or proceeding, civil or criminal, brought under the provisions of any of said laws or in any proceedings brought to
             enforce or to review findings and orders of the Federal Trade Commission or other governmental agency in respect of any
             matters as to which said commission or other governmental agency is by law authorized to act, any licensee shall be found guilty
             of the violation of the provisions of such laws or any of them, the court, in addition to the penalties imposed by said laws, may
             adjudge, order, and/or decree that the license of such licensee shall, as of the date the decree or judgment becomes finally
             effective or as of such other date as the said decree shall fix, be revoked and that all rights under such license shall thereupon
             cease: Provided, however, That such licensee shall have the same right of appeal or review as is provided by law in respect of
             other decrees and judgments of said court."""
  61 ,7     ," As then phrased, the Act was to be administered primarily by the Secretary of Commerce."
  61 ,8     ," Hearings before the House Committee on the Merchant Marine and Fisheries on H. R. 5589, 69th Cong., 1st Sess. 27."
  61 ,9     ," Id., at 29. "
  62 ,10    ," See H. R. Rep. No. 404, 69th Cong., 1st Sess. 6, 16, 23."
  62 ,11    ,67 Cong. Rec. 12507.
  62 ,12    ," H. R. Conf. Rep. No. 1918, 73d Cong., 2d Sess. 47, 49. "
  63 ,13    ," H. R. Conf. Rep. No. 2426, 82d Cong., 2d Sess. 19."
  63 ,14    ," We recently explained the nature of the doctrine in  United States v. Western Pacific R. Co., 352 U.S. 59, 63-64: HN4[
             ] ""The doctrine of primary jurisdiction, like the rule requiring exhaustion of administrative remedies, is concerned with
             promoting proper relationships between the courts and administrative agencies charged with particular regulatory duties.
             'Exhaustion' applies where a claim is cognizable in the first instance by an administrative agency alone; judicial interference is
             withheld until the administrative process has run its course.  'Primary jurisdiction,' on the other hand, applies where a claim is
             originally cognizable in the courts, and comes into play whenever enforcement of the claim requires the resolution of issues
             which, under a regulatory scheme, have been placed within the special competence of an administrative body; in such a case
             the judicial process is suspended pending referral of such issues to the administrative body for its views."" "
