Page,Label,Text
19,1," Plaintiffs are W. T. Allen and Powell Oil Co., Inc., a business owned by Allen. Plaintiffs hereinafter will be referred to as Allen."
19,2," Defendants are Monsanto Corp., the Oil Shale Corp., and Lion Oil Co., a wholly-owned subsidiary of Oil Shale."
19,3," Of the Southern District of Ohio, sitting by designation. "
36,*," The Honorable William J. Jameson, Senior United States District Judge for the District of Montana, sitting by designation."
36,1," HN1[
] - Section 103 of Title 35 reads: Conditions for patentability - Non-obvious subject matter. - A patent may not be obtained though the invention is not 
identically disclosed or described as set forth in section 102 of this title, if the differences between the subject matter sought 
to be patented and the prior art are such that the subject matter as a whole would have been obvious at the time the 
invention was made to a person having ordinary skill in the art to which said subject matter pertains. Patentability shall not 
be negatived by the manner in which the invention was made. "
37,2," The old Bank building was built in 1907 upon relatively shallow timber pilings. The Bank wanted to preserve the old building, 
but needed to build the new building close to it."
37,3," The term ""secant"" wall derives from the intersecting circular sections of concrete columns which result in this method of wall 
construction."
37,4," The original patent application, Serial No. 418,778, was filed on December 16, 1964. This application was abandoned in favor 
of Continuation-in-Part Application Serial No. 682,763, filed November 14, 1967. "
38,5," The complaint charged defendants with patent infringement by using the patented process at the St. Francis Hotel Towers in 
San Francisco.  Defendant P & Z had used it in Omaha and Baltimore as well. Degenkolb had recommended its use on several 
other California projects."
38,6," Bentonite slurries are thixotropic mixtures which form a gel-like substance in the quiescent state, but which become fluid or 
liquid when shaken, stirred or otherwise disturbed. When the disturbance ceases they return to the more solid, gel-like state."
38,7," ""Tremie"" concrete generally refers to the apparatus for depositing and consolidating concrete under water or very damp 
conditions."
38,8," Testimony of Dr. John A. Blume described how this arch action alters the stresses upon the concrete slab. Assuming one unit 
of pressure from the unexcavated soil, the presence of arch action transmits these lateral pressures toward the edges of the slab 
so that at the H beam flange junction of concrete and steel the forces are equal to 4.5 units of pressure. Yet, at the same time, 
the forces on the outside of the slab, opposite to the unexcavated soil, have been reduced to as little as 0.02 units of pressure. "
39,9," During excavation it is necessary to cross brace the wall. As excavation progresses portions of the wall, below the bracing will 
tend first to bend away from the excavation, but then, as excavation proceeds below the bracing, will bend toward the 
excavation."
39,10," A Memorandum of Decision on the issue of patent validity was filed on June 28, 1973. At a hearing on May 30, 1975 the court 
adopted detailed findings of fact and conclusions of law prepared by the defendants, and these were filed on June 4, 1975."
39,11," The defendants presented the court with nearly 50 separate prior art references in their attempt to demonstrate the 
obviousness of the patented process. "
40,12," A cut-off wall is a subterranean wall built to prevent the movement of water under the ground. No excavation follows 
construction so the principal concern is not structural strength or rigidity but watertightness."
40,13, Section 282 of Title 35 reads in pertinent part: 
41,," A patent shall be presumed valid. Each claim of a patent (whether in independent or dependent form) shall be presumed 
valid independently of the validity of other claims; dependent claims shall be presumed valid even though dependent upon 
an invalid claim. The burden of establishing invalidity of a patent or any claim thereof shall rest on the party asserting it."
41,14," For example, some methods require excavation prior to construction of the wall, others entail excavation after construction, 
and some never require excavation. "
42,15," We note also that Ewen may well have been considered but not cited by the examiner since the Booth patent, which he did 
cite, referred to Ewen."
42,16," In the Doughty process the lateral forces are transmitted by arch action toward the flanges of the H beams which, because of 
the shear strength of steel, are able to hold the slabs together in a compression interlock. In contrast, in all the secant wall 
processes, including Miotti, the lateral forces would be resisted only by the small concrete edges of the concavity which 
intersects and overlaps with the adjacent columns. Because of the relative weakness of concrete in shear, too much lateral 
pressure during excavation would cause breakage of those small overlapping edges of concrete. "
43,17," Caplan, a member of the patent bar, was admittedly unskilled in the art and based his testimony upon the disclosures in the 
patent documents, not upon any training or experience in engineering. He acknowledged during his testimony that he knew little 
about the arch action described in the Doughty claims. This testimony is of questionable value in overcoming the presumptive 
validity of the patent. See generally Woodstream Corp. v. Herter's Inc., 446 F.2d 1143, 1157 (8 Cir. 1971)."
43,18," Substitution of steel beams for the initial concrete piles would not produce arch action as long as the concrete poured between 
those beams was still essentially in the form of cylindrical columns. Of course, Miotti did describe a more rectilinear concrete 
slab to intersect the first poured cylindrical, structural columns so, arguably, substitution of steel could lead to arch action there. 
We do not believe, however, that the teachings of Miotti would lead one to substitute steel for concrete in that process because 
Miotti's principal concern was an apparatus for digging the rectilinear trench with concave ends to overlap with the concrete 
columns. That apparatus, or digging tool, would be totally ineffective and non-functional if steel beams were used in place of the 
concrete. Thus it appears unlikely that a person skilled in the art of Miotti would make such a substitution. "
45,19," Ewen, unlike Doughty and unlike the secant type walls of Veder, Falciola, Miotti and Degenkolb, required that excavation 
occur prior to construction of the wall. His patent described how the excavation could take place and how the wall could then be 
constructed, free-standing, within the excavated trench."
45,20," As noted supra, under Ewen the excavation occurs prior to construction of the wall. The Doughty wall is completed before the 
excavation begins."
45,21," This belief among the engineering profession would tend to reduce the value of the teachings of Ewen regarding a concrete 
slab and steel beam foundation wall. The Ewen patent showed such a wall, but it was constructed with traditional, not tremie, "
46,," concrete and dry steel in a previously excavated trench. A person with ordinary skill in the art would have to ignore the expected 
bonding problems to arrive at the Doughty wall process from the teachings of Ewen."
46,22," Armento testified that ""one has to wonder if the concrete that's poured later will bond very tightly against this H-member so that 
we don't get water coming in through what might be a weak plane between the concrete and the steel. . . ."" He said that ""it 
wasn't until the Bank of California was fully excavated that we were able to see whether this process really worked or was a - 
was a dream"". HN7[
]"
46,23," Degenkolb, Moore and Pavlow's response to the need to strengthen the secant type wall they proposed was to increase the 
amount of reinforcing in the concrete columns. This response belies their testimony that substitution of steel beams was an 
obvious and simple matter of an engineering choice among all available building materials. If that were so they would have 
chosen the steel from the beginning, but they did not.  Their response is exactly the same as Armento testified would be the 
response of one with ordinary skill in the art in 1963-1964: to make the concrete more massive and add reinforcement in all of 
the columns, not just in alternating ones."
46,24," A method called the Benoto caisson and secant wall process was included in the BARTD report. The report carefully 
described and analyzed the values of the secant wall of overlapping concrete columns. "
47,25," In reversing we recognize that there are minor variations within the claims, three of which, for instance, do not refer to arch 
action and one, claim 1, which does not require steel H beams. It is clear, however, from the summary and specifications that 
arch action was crucial to all the claims and the use of steel H beams was the preferred embodiment of the process. Moreover, 
we conclude that claims 5-8 contain all of the elements necessary to make Doughty's process non-obvious and, therefore, 
establish appellant's proprietary right to it. Any alleged deficiencies in the other claims at issue would be moot."
47,26," Claim 9 describes a ""wall construction for providing lateral support to unexcavated earth bearing against one side thereof 
where earth has been excavated away from the other side""."
47,27," The license provided for a nominal royalty of $1,000 per BARTD station, to be waived if Gerwick was low bidder. "
