Page,Label,Text
28,1," The Court found with regard to the claim for essential facilities, that the Ninth Circuit continues to recognize the doctrine 
 [*4] and that a jury could find that United's lost profits equal practical or reasonable exclusion from the building. (Slania Dec. at ¶ 
3; Ex. 1 at 86: 16-19; 96:23-24.) The Court also ruled that there was sufficient evidence of antitrust injury because Dr. Patrick 
Kennedy testified regarding damages in terms of lost profit, expenses and overhead. (Id. at 94:22-24.) In ruling on the claim for 
attempted monopolization, the Court found that the evidence presented by United could establish a case from which a jury could 
determine that all of the requisite elements had been met. (Id. at 110:12-14.) In ruling on the claim for intentional interference 
with contractual relations, the Court ruled there was evidence offered for which a jury could find for United. (Id. at 80:10-14.) In 
ruling on the claim for intentional interference with prospective economic relations, the Court granted the motion as to United's 
relationships with Fern, Spargo, Nielsen and Blaine. The court denied the motion as to United's relationships with Brede National 
(""Brede"") and Paradice Decorating (""Paradice"") on the grounds that there was sufficient evidence regarding United's 
relationships with those two companies that  [*5] the jury could reasonably find a probability that those relationships would have 
continued. (Id. at 67:16-24.) "
29,2," The Court denied SDC's motion finding that SDC did not satisfy its burden to be entitled to judgment on either of its defenses. 
(Slania Dec. at ¶ 4; Ex. 2 at 53:23-54:3.) Regarding the immunity defenses, the Court denied ""the defense request for judgment 
as a matter of law under 50(a), to the extent they are immune from antitrust damages. Again, the same jury could find contrary to 
their interest and not apply the immunity in favor of Plaintiff with its ruling."" (Id.) "
30,3," See Southern Motor Carriers Rate Conference v. United States, 471 U.S. 48 , 105 S.CT. 1721, 1727, 85 L.Ed.2d 36 (1985); 
Sandcrest Outpatient Services, P.A. v. Cumberland County Hospital System, Inc., 853 F.2d 1139, 1143 (4th Cir. 1988) (quoting 
California Retail Liquor Dealers Assoc. v. Midcal Aluminum, Inc., 445 U.S. 97, 100 S. Ct. 937, 63 L. Ed. 2d 233 (1980) and 
Lafayette v. Louisiana Power & Light Co., 435 U.S. 389, 410, 98 S. Ct. 1123, 55 L. Ed. 2d 364 (1978))."
30,4," It is not genuinely disputed that Defendant's Articles of Incorporation, as executed by the Assistant City Attorney, states 
Defendant is a ""nonprofit public benefit corporation,"" created by the City of San Diego (""City"") for the sole purpose of managing 
and operating the San Diego Convention Center. (RJN, Doc. No. 92-7, Ex. 4 [Articles of Incorporation].) The Articles of 
Incorporation  [*12] further provide that Defendant is vested with City property and that such property re-vests with the City upon 
the dissolution, termination or abandonment of Defendant. Id. The City is also the only member of the corporation and appoints 
the board of directors. Id. It is likewise not genuinely disputed that Defendant receives funding from the City, is subject to 
independent audits, and must give public notice of its meetings. (Resp. Sep. Statement [Doc. No. 110], ¶¶ 53, 54, 55.)"
30,5," HN5[
] A local government unit or entity is defined as either: (a) ""a city, county, parish, town, township, village, or any other 
general function governmental unit established by State law""; or (b) ""a school district, sanitary district, or any other special "
31,," function governmental unit established by State law in one or more States."" 15 U.S.C. § 34(1). To qualify as a ""special 
government unit,"" a defendant must show that: (a) California law treats it as a government entity; (b) the defendant has limited 
geographic jurisdiction; and (c) taxpayers would bear the burden of any antitrust damage award. 15 U.S.C. §§ 34(i), 35."
31,6," SDC is a nonprofit public benefit corporation, and the City of San Diego is SDC's sole shareholder.  [*13] It is a governmental 
entity separate and apart from, but owned by, the City of San Diego. SDC's only business purpose is to operate the convention 
Center on the City's behalf."
31,7," SDC contends that it is entitled to LGAA immunity as either: 1) a local government unit under or 15 U.S.C.A. § 34; or 2) as a 
private party acting under the direction of a local government unit under 15 U.S.C.A. § 36."
31,8," Boone v. Redevelopment Agency of the City of San Jose, 841 F.2d 886, 890 (9th Cir.),  [*16] cert. denied, 488 U.S. 965, 
109 S. Ct. 489, 102 L. Ed. 2d 526 (1988); Kern-Tulare Water Dist. v. City of Bakersfield, 828 F.2d 514, 518 (9th Cir.1987), cert. 
denied, 486 U.S. 1015, 108 S. Ct. 1752, 100 L. Ed. 2d 214 (1988). "
32,9," The decisions of Ninth Circuit concerning the clear articulation requirement have, in some instances, lacked clarity. Although 
the Ninth Circuit repeatedly reiterated the need for a ""two step test,"" different decisions have posited two different ""steps"" 
although, analytically all the tests are similar and address the same concerns. Compare Boone, 841 F.2d at 890 (two step test 
requires proof that the legislature: 1) authorized the challenged actions and 2) intended to displace competition with regulation), 
with Golden State Transit Corp. v. City of Los Angeles, 726 F.2d 1430, 1433 (9th Cir.1984) (two step test requires: 1) proof of an 
existence of a state policy to displace competition with regulation and 2) proof that the legislature contemplated the kind of 
actions alleged to be anti-competitive), rev'd on other grounds, 475 U.S. 608, 106 S. Ct. 1395, 89 L. Ed.2d 616 (1986). Some 
cases have asked only one question in determining whether or not state action immunity  [*17] attaches. See, e.g., Patrick v. 
Burget, 800 F.2d 1498, 1505 (9th Cir.1986), rev'd on other grounds, 486 U.S. 94, 108 S. Ct. 1658, 100 L. Ed. 2d 83 (1988) 
(plaintiffs must show that ""the legislature contemplated the kind of activity complained of. That is, it must be clear that the 
legislature intended to replace competition with regulation."" (citations omitted)). See also Mercy-Peninsula Ambulance v. San 
Mateo County, 791 F.2d 755, 757 (9th Cir.1986); Kern-Tulare, 828 F.2d at 520."
