Page,Label,Text
22,1, The parties have consented to the jurisdiction of a magistrate judge for all purposes pursuant to 28 U.S.C. § 636(c).
22,2," Facebook, Inc. v. BrandTotal Ltd., 499 F. Supp. 3d 720 (N.D. Cal. 2020). Citations herein to previous orders in this case refer 
to page numbers of the versions filed in the Court's ECF docket."
22,3," Facebook, Inc. v. BrandTotal Ltd., No. 20-cv-07182-JCS, 2021 U.S. Dist. LEXIS 31558, 2021 WL 662168 (N.D. Cal. Feb. 19, 
2021)."
22,4," Facebook, Inc. v. BrandTotal Ltd., No. 20-cv-07182-JCS, 2021 U.S. Dist. LEXIS 108137, 2021 WL 2354751 (N.D. Cal. June 3, 
2021). "
23,5," ""SIEP"" refers to ""social issues, elections or politics."" Facebook provides more public information about SIEP advertisements 
than it provides about to other ads. See SACC ¶ 22. SIEP ads are not directly at issue in this case and are generally not relevant 
to BrandTotal's clients. "
24,6," Facebook also moves to dismiss BrandTotal's counterclaim under the ""unlawful"" prong of the UCL to the extent that it rests on 
the new defamation counterclaim. The parties agree that to the extent that counterclaim is based on the defamation 
counterclaim (as opposed to the tortious interference counterclaims the Court previously allowed to proceed) they rise or fall 
together. See Defs.' Opp'n & Reply at 17. "
27,7," The extent to which BrandTotal intends to pursue a theory based on Facebook's refusal to provide permission to access data is 
unclear. Compare Defs.' Opp'n & Reply at 8 (asserting that Facebook violates the spirit of the antitrust laws by ""using the FTC 
Order to gain a competitive advantage by intentionally refusing to provide permission to any entity that seeks to collect Third-
Party Commercial Advertising Information from Facebook's sites""); with id. at 14 (""BrandTotal's SAC presents two theories under 
which Facebook's behavior violates the unfair prong of the UCL. First, BrandTotal alleges Facebook interjects itself into the 
marketplace by petitioning Google to remove applications and extensions that compete with Facebook's advertising services. . . . 
Second, BrandTotal alleges Facebook stifles competition by punishing entities by removing the business and personal account 
pages of its competition and their principals and employees.""). Despite BrandTotal's assertion that it ""is not asking Facebook to 
authorize BrandTotal's access,"" id. at 14, the Court addresses in an abundance of caution BrandTotal's allegation that failure to 
authorize such access is anticompetitive, see id. at 8; SACC ¶ 155. "
29,8," BrandTotal argues that its claims based on deactivation of accounts and refusal to permit advertising fall within the Aspen 
Skiing exception to the refusal-to-deal doctrine, which requires three elements: (1) unilateral termination of a voluntary and 
profitable course of dealing; (2) that could only be intended to sacrifice short-term benefits for long-term monopolist profits; (3) 
involving products already sold to other similarly situated customers. See Qualcomm, 969 F.3d at 994-95. Here, Facebook 
purportedly terminated BrandTotal's accounts and advertising based on BrandTotal's violation of Facebook's terms of service, 
including a prohibition of automated data collection without Facebook's permission. Given a party's general right to refuse to deal 
from the outset, it seems likely that a party may set conditions on such dealing and enforce those conditions if violated by 
terminating the relationship. The parties have not addressed that question in detail, however, and the Court need not resolve 
that issue in light of the separate basis for dismissal discussed below. Regardless, the refusal-to-deal doctrine does not apply to 
the extent BrandTotal's claim is based on Facebook's communication with Google. "
31,9," At the hearing, BrandTotal cited its allegation that Facebook has taken similar actions against at least six other entities. See 
SACC ¶ 164. That allegations says nothing about Facebook's position in the market for the advertising information at issue, or 
whether other competitors exist that have not been subject to any such action by Facebook, or whether other competitors have 
been able to compete successfully despite Facebook taking similar action. "
35,1," At the time the motion was filed, several individual doctors were also defendants in the case and signed onto the motion, 
including Dr. Gary P. Wormser, Dr. Allen Steere, Dr. Raymond J. Dattwyler, Dr. John J. Halperin, Dr. Eugene Shapiro and Dr. 
Leonard Sigal (collectively, the ""Doctors""). They have since been dismissed from the case. Docket No. 396."
35,2," Plaintiffs also sued the insurance providers Anthem, Inc., Blue Cross and Blue Shield of Texas, Aetna, Inc., Cigna Health and 
Life Insurance Company (sued as Cigna Corporation), Kaiser Foundation Health Plan, Inc. (sued as Kaiser Permanente, Inc.), 
United Healthcare Services, Inc., Unitedhealth Group Inc. and Blue Cross and Blue Shield Association (collectively, the 
""Insurance Defendants""). At this time, the suit against these parties has either been stayed for notice of settlement or dismissed. "
38,3," Discovery closed in this matter on January 15, 2021. Docket No. 376. The instant motion for summary judgment motion was 
filed on February 3, 2021. Docket No. 357. In response to summary judgment, for the first time, Plaintiffs allege that evidence 
was destroyed; they did not, however, file a motion to compel at that point. Defendant raised this in its reply on March 16, and at 
oral argument on April 23, the Court questioned Plaintiffs about their failure to move on the alleged discovery dispute. Docket 
No. 405 at 34:5-14. Only after that, on May 3, did Plaintiffs file a motion to compel. Docket No. 402. That is too late. See, Lectec 
Corp. v. Chattem, Inc., No. 5:08-CV-130, 2011 U.S. Dist. LEXIS 156898, 2011 WL 13085199, at *2 (E.D. Tex. January 4, 2011) 
(Folsom, J.) (""Plaintiff has not shown that it moved to compel production from [Defendant], however, so Plaintiff cannot now rely 
on any purported discovery misconduct to compensate for a deficiency in Plaintiff's evidence.""). Moreover, Plaintiffs provide no evidence to support their allegation that Defendant has not met its discovery obligations in this 
case. The parties agreed on the scope of the subject matter that would be searched for—and relevant to this issue—and that 
scope was limited to evidence of payments from the Insurance Defendants. See Docket No. 181 ¶ I.2 (""For all Defendants, 
copies of payments, checks, wire transfers, or other documents sufficient to show any consulting payments by the insurance 
defendants to the doctor defendants and/or Infectious Diseases Society of America (IDSA[]) related to Lyme disease. These 
documents would not include payments made for claims for the provision of medical services to patients by the doctor 
defendants.""). Work that a doctor has done with other disability or medical malpractice insurance companies is irrelevant to the 
Plaintiffs' allegations in this suit and does not support Plaintiffs' speculation that documents were not produced. "
40,4, Plaintiffs further assert that Defendant said nothing about Plaintiffs' Section 2 antitrust claim. Id. at 24. 
42,5," The Fifth Circuit has held that in antitrust cases ""[w]e no longer maintain that summary judgment is especially disfavored in 
categories of cases. Stearns' attempt to invoke earlier cases in which we suggested that summary judgment should be shunned 
when complex antitrust claims are involved thus fails."" Stearns Airport Equip. Co. v. FMC Corp., 170 F.3d 518, 521 (5th Cir. 
1999) (citation omitted). "
