Page,Label,Text
27,1," District Judge David D. Trager passed away in January 2011, at which point this case was reassigned to District Judge Brian 
M. Cogan."
27,2," Because we vacate the judgment and reverse the district court's denial of Defendants' motion to dismiss, we do not address 
the subsequent stages of this litigation nor the related arguments on appeal."
27,3," We set forth here only those facts necessary to resolve the issues on appeal. Unless otherwise noted, the facts have been 
taken from the allegations in [**5]  Plaintiffs' Second Amended Complaint, E.D.N.Y. Dkt. No. 1:06-md-1738, Doc. 179, which we 
accept as true for purposes of resolving a motion to dismiss. Ashcroft v. Iqbal, 556 U.S. 662, 678, 129 S. Ct. 1937, 173 L. Ed. 2d 
868 (2009); Fait v. Regions Fin. Corp., 655 F.3d 105, 109 (2d Cir. 2011). For a more complete recitation of the facts, see the 
district court's November 6, 2008 Memorandum and Order. See In re Vitamin C Antitrust Litig., 584 F. Supp. 2d 546 (E.D.N.Y. 
2008). "
28,4," The parties explicitly disagree over the nature and authority of this entity. Plaintiffs characterize this entity as an ""association"" 
much like a trade association in the United States, while Defendants describe this entity as a government-controlled ""Chamber"" 
of producers, unique to China's state-controlled regulatory regime."
28,5," As Judge Trager noted, the Ministry's appearance in this case is historic because it is the first time any entity of the Chinese 
Government has appeared amicus curiae before any U.S. court. On appeal, the Ministry also appears amicus curiae before this 
Court."
28,6," In an annex to its brief to the district court, the Ministry provided the Mitnick Declaration, which contained a copy of all 
regulations cited by the Ministry. The Ministry noted that all documents were properly authenticated consistent with Rule 902(3) 
of the Federal Rules of Evidence, which governs the self-authentication of foreign documents. "
31,7," HN8[
] ""Under § 402 of the Foreign Trade Antitrust Improvements Act of 1982 (""FTAIA""), the Sherman Act does not apply to conduct involving foreign trade or commerce, other than import trade or import commerce, unless 'such conduct has a direct, 
substantial, and reasonably foreseeable effect' on domestic or import commerce."" Hartford Fire, 509 U.S. at 796 (quoting 15 
U.S.C. § 6a(1)(A)) (internal citations omitted). "
34,8," Although we adopted the Republic of Indonesia's ""reading of the relevant Indonesian law,"" we declined to accept fully 
Indonesia's argument on appeal because it had ""not identified any Indonesian statute or regulation"" in support of its position. 
Karaha Bodas, 313 F.3d at 92. To the extent there is no documentary evidence or reference of law proffered to support a foreign 
sovereign's interpretation of its own laws, deference may be inappropriate. "
35,9," Similarly, while the documentary evidence shows that when China transitioned from the export quota regime to the PVC regime 
the role of the Subcommittee within China's regulatory framework changed from a governmental group whose membership was 
mandatory to a non-governmental [**36]  trade organization whose membership was voluntary, we again defer to the Ministry's 
reasonable interpretation that the PVC regime required industry-wide coordination of prices regardless of whether membership 
in the Subcommittee was required. "
36,10," We note that if the Chinese Government had not appeared in this litigation, the district court's careful and thorough treatment 
of the evidence before it in analyzing what Chinese law required at both the motion to dismiss and summary judgment stages 
would have been entirely appropriate."
36,11," To use a domestic example, it would be equally inappropriate for a U.S. court, when analyzing U.S. insurance law, to inquire 
into the lobbying efforts of U.S. insurance companies for the purposes of determining whether U.S. insurance law applied to 
those companies. "
