Page,Label,Text
22,1," Neither party pointed the Court to evidence that Schubert actually made this statement. However, as the Defendants to not 
contest the issue, the Court will accept the allegation as true for summary judgment purposes. "
23,2," The claims are numbered here as they are in the body of the Complaint, rather than on the cover page. "
25,3," Furthermore, the Court notes that the plaintiffs in Schachar did allege a dual role: ""Plaintiffs say that the Academy is in the grip 
of professors and practitioners who favor conservative treatment, forever calling for more research (the better to justify the 
academics' request for grants)."" Id. at 399."
25,4," The parties do not dispute that swimsuits are ""Specialized Equipment"" and that the Olympic Trials and Olympic Games are 
""Protected Competition."" "
26,5," However, TYR points out that an extra swimmer was added as an alternate, even though she had not qualified based on her 
time at the Trials. (SGI Speedo ¶ 40.)"
26,6," TYR offers the argument that Schubert could influence who reached the wall first through psychological means by ""planting in 
swimmers' minds that the [Speedo suit] is superior and that other suits are inferior."" (Opp'n to Speedo 7-8.) This supposed 
psychological trick does not constitute coercion."
26,7, Burden was sponsored by TYR and Sutton was an amateur that chose to wear TYR.
26,8, A swimmer for the men's open water team was also sponsored by TYR. (Zimmer Depo. at 113:16-21.) 
27,9, Murphy wore a TYR and D'Innocenzo wore a Blue 70 suit. (King Depo. at 19:3-4.)
27,10, The record is silent on whether D'Innocenzo stuck with the Speedo suit.
27,11, This testimony presents an obvious hearsay problem. Fed. R. Evid. 801(c).
27,12," In any case, Murphy disobeyed Schubert and wore his personal TYR cap for the remainder for the meet, apparently without 
punishment. (King Depo. at 55:4-19.)"
27,13," The parties dispute whether Schubert was referring to an advantage the LZR Racer had over the old Speedo suit, the FS Pro, 
or over all suits currently in the marketplace. "
28,14," The swimmers sometimes receive bonuses from sponsors for being chosen to the relay team. (See, e.g., TYR Exs. 18 at 18, 
19 at Ex. A.)"
28,15," The combination of resources and expertise of USA Swimming and Speedo is likely to help innovation in swimsuit technology, 
thereby benefitting the consumer. "
29,16," ""USA Swimming and Schubert misread the [Court's order on the motions to dismiss] (and the referenced authorities), and they 
fundamentally mischaracterize—i.e., narrow the focus—of the allegations and evidence establishing defendants' coordinated 
anti-competitive conduct. USA Swimming and Schubert try to cast TYR's claims as limited to the 2008 Olympic team and limited 
to the rules regarding swimwear of choice. However, the anticompetitive conduct shown by TYR is much broader: it predates the 
Olympics by more than a year and encompasses behavior unrelated to team selection and technical equipment rules. Put in 
summary judgment parlance, USA Swimming and Schubert fail to meet their burden of negating an essential element of TYR's 
claims or demonstrating an absence of evidence supporting them because they miscast them in the narrow range they think falls 
within the 'undisputed evidence.'"" (Opp'n to USA Swimming 13.) "
30,17," Speedo, citing Morgan, object to Furniss's declaration on the grounds that it is impermissible lay witness testimony on the 
technical subject of the relevant geographic market. See 924 F.2d at 1490. This is objection is overruled because Furniss 
testifies only as to factual characteristics of the geographic market, which is within his competency as an industry veteran. He 
does not give an conclusory opinion on market definition, unlike the witnesses in Morgan. See id. "
31,18," At the elite level, most swimmers are sponsored by a swimwear company and do not purchase their own suits. "
