Page ,Label ,Text
   8 ,*     ," Together with No. 91-1128, Merrett Underwriting Agency Management Ltd. et al. v. California et al., also on certiorari to the
             same court. "
  18 ,+     ," Briefs of amici curiae urging reversal were filed for the Government of Canada by Douglas E. Rosenthal; for the Government of
             the United Kingdom of Great Britain and Northern Ireland by Mark R. Joelson; for the American Insurance Association et al. by
             John E. Nolan, Jr., Craig A. Berrington, and Patrick J. McNally; for the National Association of Casualty & Surety Agents et al. by
             Anthony C. Epstein and Ann M. Kappler; for the National Conference of Insurance Legislators by Stephen W. Schwab, Seymour
             Simon, and Reuben A. Bernick; and for the Washington Legal Foundation by Daniel J. Popeo and Richard A. Samp. Briefs of amici curiae urging affirmance were filed for the State of Texas et al. by Dan Morales, Attorney General of Texas, Will
             Pryor, First Assistant Attorney General, Mary F. Keller, Deputy Attorney General, and Thomas P. Perkins, Jr., Mark Tobey,
             Katherine D. Farroba, and Floyd Russell Ham, Assistant Attorneys General, Charles M. Oberly III, Attorney General of
             Delaware, John J. Polk, Deputy Attorney General, Robert A. Butterworth, Attorney General of Florida, Scott E. Clodfelter,
             Assistant Attorney General, Robert A. Marks, Attorney General of Hawaii, Larry EchoHawk, Attorney General of Idaho, Brett T.
             DeLange, Deputy Attorney General, Bonnie J. Campbell, Attorney General of Iowa, John R. Perkins, Deputy Attorney General,
             Chris Gorman, Attorney General of Kentucky, Robert V. Bullock, Assistant Attorney General, Mike Moore, Attorney General of
             Mississippi, Jim Steele, Special Assistant Attorney General, William L. Webster, Attorney General of Missouri, Henry T.
             Herschel, Tom Udall, Attorney General of New Mexico, Frankie Sue Del Papa, Attorney General of Nevada, Lacy H. Thornburg,
             Attorney General of North Carolina, James C. Gulick, Special Deputy Attorney General, and K. D. Sturgis, Assistant Attorney
             General, Nicholas J. Spaeth, Attorney General of North Dakota, David W. Huey, Assistant Attorney General, James E. O'Neil,
             Attorney General of Rhode Island, Maureen G. Glynn, Special Assistant Attorney General, T. Travis Medlock, Attorney General
             of South Carolina, Mark Barnett, Attorney General of South Dakota, Jeffrey P. Hallem, Assistant Attorney General, R. Paul Van
             Dam, Attorney General of Utah, Patrice Arent and Cy H. Castle, Assistant Attorneys General, Jeffrey L. Amestoy, Attorney
             General of Vermont, Julie Brill, Assistant Attorney General, and Mary Sue Terry, Attorney General of Virginia; for the National
             League of Cities et al. by Lawrence Kill and Anthony P. Coles; and for the Service Station Dealers of America by Dimitri G.
             Daskalopoulos. Richard I. Fine filed a brief for the Service Industry Council et al. as amicus curiae. "
  19 ,*     ," JUSTICE WHITE, JUSTICE BLACKMUN, and JUSTICE STEVENS join this opinion in its entirety, and THE CHIEF JUSTICE
             joins Parts I, II-A, III, and IV."
  19 ,1     ," CGL insurance provides ""coverage for third party casualty damage claims against a purchaser of insurance (the 'insured').""
             App. 8 (Cal. Complaint P4.a)."
  19 ,2     ," Following the lower courts and the parties, see In re Insurance Antitrust Litigation, 938 F.2d 919, 924, 925 (CA9 1991), we will
             treat the complaint filed by California as representative of the claims of Alabama, Arizona, California, Massachusetts, New York,
             West Virginia, and Wisconsin, and the complaint filed by Connecticut as representative of the claims of Alaska, Colorado,
             Connecticut, Louisiana, Maryland, Michigan, Minnesota, Montana, New Jersey, Ohio, Pennsylvania, and Washington. As will
             become apparent, the California and Connecticut Complaints differ slightly in their presentations of background information and
             their claims for relief; their statements of facts are identical. Because the private party plaintiffs have chosen in their brief in this
             Court to use the California Complaint as a ""representative model"" of their claims, Brief for Respondents (Private Party Plaintiffs) "
  20 ,3     ," , n.6, we will assume that their complaints track that complaint. On remand, the courts below will of course be free to take into
             account any relevant differences among the complaints that the parties may bring to their attention."
  20 ,3     ," The First Claim for Relief in the Connecticut Complaint, App. 88-90 (PP115-119), charges all the defendants with an
             overarching conspiracy to force all four of these changes on the insurance market. The eight federal-law Claims for Relief in the
             California Complaint, id., at 36-49 (PP111-150), charge various subgroups of the defendants with separate conspiracies that had
             more limited objects; not all of the defendants are alleged to have desired all four changes. "
  21 ,4     ," The First Claim for Relief in the Connecticut Complaint, id., at 88-90 (PP115-119), charging an overarching conspiracy
             encompassing all of the defendants and all of the conduct alleged, is a special case. See n. 18, infra. "
  22 ,5     ," The California and Connecticut Complaints' Statements of Facts describe this conspiracy as involving ""specialized reinsurers in
             London and the United States."" App. 34 (P106); id., at 87 (Conn. Complaint P110). The claims for relief, however, name only
             London reinsurers; they do not name any of the domestic defendants who are the petitioners in No. 91-1111. See id., at 48
             (P147); id., at 96 (Conn. Complaint P136). Thus, we assume that the domestic reinsurers alleged to be involved in this
             conspiracy are among the ""unnamed co-conspirators"" mentioned in the complaints. See id., at 48 (Cal. Complaint P147); id., at
             96 (Conn. Complaint P136). "
  23 ,6     ," The Ninth, Tenth, and Eleventh Claims for Relief in the California Complaint, id., at 49-50 (PP151-156), and the Seventh Claim
             for Relief in the Connecticut Complaint, id., at 98 (PP145-146), allege state-law violations not at issue here."
  23 ,7     ," These are the Fifth, Sixth, and Eighth Claims for Relief in the California Complaint, and the corresponding Third, Fourth, and
             Fifth Claims for Relief in the Connecticut Complaint."
  23 ,8     ," We limited our grant of certiorari in No. 91-1111 to these questions: ""1. Whether domestic insurance companies whose conduct
             otherwise would be exempt from the federal antitrust laws under the McCarran-Ferguson Act lose that exemption because they
             participate with foreign reinsurers in the business of insurance,"" and ""2. Whether agreements among primary insurers and
             reinsurers on such matters as standardized advisory insurance policy forms and terms of insurance coverage constitute a
             'boycott' outside the exemption of the McCarran-Ferguson Act."" Pet. for Cert. in No. 91-1111, p. i; see 506 U.S. 814 (1992)."
  23 ,9     ," The question presented in No. 91-1128 is: ""Did the court of appeals properly assess the extraterritorial reach of the U.S.
             antitrust laws in light of this Court's teachings and contemporary understanding of international law when it held that a U.S.
             district court may apply U.S. law to the conduct of a foreign insurance market regulated abroad?"" Pet. for Cert. in No. 91-1128,
             p. i. "
  25 ,10    ," The activities in question here, of course, are alleged to violate federal law, and it might be tempting to think that unlawful acts
             are implicitly excluded from ""the business of insurance."" Yet § 2(b)'s grant of immunity assumes that acts which, but for that
             grant, would violate the Sherman Act, the Clayton Act, or the Federal Trade Commission Act, are part of ""the business of
             insurance."""
  25 ,11    ," We also cited two cases dealing with the immunity of certain agreements of labor unions under the Clayton and Norris-
             LaGuardia Acts. See 440 U.S. at 231-232. These cases, however, did not hold that labor unions lose their immunity whenever
             they enter into agreements with employers; to the contrary, we acknowledged in one of the cases that ""the law contemplates
             agreements on wages not only between individual employers and a union but agreements between the union and employers in
             a multi-employer bargaining unit."" Mine Workers v. Pennington, 381 U.S. 657, 664, 14 L. Ed. 2d 626, 85 S. Ct. 1585 (1965).
             Because the cases stand only for the proposition that labor unions are not immune from antitrust liability for certain types of
             agreements with employers, such as agreements ""to impose a certain wage scale on other bargaining units,"" id., at 665, they do
             not support the far more general statement that exempt entities lose immunity by conspiring with nonexempt entities. "
  26 ,12    ," The Court of Appeals's assumption that ""the American reinsurers . . . are subject to regulation by the states and therefore
             prima facie immune,"" 938 F.2d at 928, appears to rest on the entity-based analysis we have rejected. As with the foreign
             reinsurers, we express no opinion whether the activities of the domestic reinsurers were ""regulated by State Law"" and leave that
             question to the Court of Appeals on remand."
  26 ,20    ," As we have noted, see supra, at 776-777, each of these claims has a counterpart in the Connecticut Complaint. The claims
             each name different groups of London reinsurers, and not all of the named defendants are petitioners in No. 91-1128; but
             nothing in our analysis turns on these variations."
  26 ,21    ," One of the London reinsurers, Sturge Reinsurance Syndicate Management Limited, argues that the Sherman Act does not
             apply to its conduct in attending a single meeting at which it allegedly agreed to exclude all pollution coverage from its
             reinsurance contracts. Brief for Petitioner Sturge Reinsurance Syndicate Management Ltd. in No. 91-1128, p. 22. Sturge may
             have attended only one meeting, but the allegations, which we are bound to credit, remain that it participated in conduct that was
             intended to and did in fact produce a substantial effect on the American insurance market. "
  27 ,22    ," JUSTICE SCALIA believes that what is at issue in this litigation is prescriptive, as opposed to subject-matter, jurisdiction. Post,
             at 813-814. The parties do not question prescriptive jurisdiction, however, and for good reason: it is well established that
             Congress has exercised such jurisdiction under the Sherman Act. See G. Born & D. Westin, International Civil Litigation in
             United States Courts 542, n. 5 (2d ed. 1992) (Sherman Act is a ""prime example of the simultaneous exercise of prescriptive
             jurisdiction and grant of subject matter jurisdiction"")."
  27 ,23    ," Under § 402 of the Foreign Trade Antitrust Improvements Act of 1982 (FTAIA), 96 Stat. 1246, 15 U.S. C. § 6a, the Sherman
             Act does not apply to conduct involving foreign trade or commerce, other than import trade or import commerce, unless ""such
             conduct has a direct, substantial, and reasonably foreseeable effect"" on domestic or import commerce. § 6a(1)(A). The FTAIA
             was intended to exempt from the Sherman Act export transactions that did not injure the United States economy, see H. R. Rep.
             No. 97-686, pp. 2-3, 9-10 (1982); P. Areeda & H. Hovenkamp, Antitrust Law P236'a, pp. 296-297 (Supp. 1992), and it is
             unclear how it might apply to the conduct alleged here. Also unclear is whether the Act's ""direct, substantial, and reasonably
             foreseeable effect"" standard amends existing law or merely codifies it. See id., P236'a, p. 297. We need not address these
             questions here. Assuming that the FTAIA's standard affects this litigation, and assuming further that that standard differs from
             the prior law, the conduct alleged plainly meets its requirements."
  27 ,24    ," JUSTICE SCALIA contends that comity concerns figure into the prior analysis whether jurisdiction exists under the Sherman
             Act. Post, at 817-818. This contention is inconsistent with the general understanding that the Sherman Act covers foreign
             conduct producing a substantial intended effect in the United States, and that concerns of comity come into play, if at all, only
             after a court has determined that the acts complained of are subject to Sherman Act jurisdiction. See United States v. Aluminum
             Co. of America, 148 F.2d 416, 444 (CA2 1945) (""It follows from what we have . . . said that [the agreements at issue] were
             unlawful [under the Sherman Act], though made abroad, if they were intended to affect imports and did affect them"");
             Mannington Mills, Inc. v. Congoleum Corp., 595 F.2d 1287, 1294 (CA3 1979) (once court determines that jurisdiction exists
             under the Sherman Act, question remains whether comity precludes its exercise); H. R. Rep. No. 97-686, supra, at 13. But cf.
             Timberlane Lumber Co. v. Bank of America, N. T. & S. A., 549 F.2d 597, 613 (CA9 1976); 1 J. Atwood & K. Brewster, Antitrust
             and American Business Abroad 166 (1981). In any event, the parties conceded jurisdiction at oral argument, see supra, at 795,
             and we see no need to address this contention here. "
  28 ,25    ," JUSTICE SCALIA says that we put the cart before the horse in citing this authority, for he argues it may be apposite only after
             a determination that jurisdiction over the foreign acts is reasonable. Post, at 821. But whatever the order of cart and horse,
             conflict in this sense is the only substantial issue before the Court."
  28 ,*     ," JUSTICE O'CONNOR, JUSTICE KENNEDY, and JUSTICE THOMAS join this opinion in its entirety, and THE CHIEF JUSTICE
             joins Part I of this opinion. "
  29 ,1     ," Section 3(b) of the McCarran-Ferguson Act, 15 U.S.C. § 1013(b), provides: ""Nothing contained in this Act shall render the said Sherman Act in-applicable to any agreement to boycott, coerce, or intimidate,
             or act of boycott, coercion, or intimidation."" "
  30 ,2     ," Under the Oxford English Dictionary definition, of course, this example would not be a ""boycott"" because the tenants had not
             suspended all relations with the Captain. But if one recognizes partial boycotts (as we and JUSTICE SOUTER do), and if one
             believes (as JUSTICE SOUTER does but we do not) that the purpose of a boycott can be to secure different terms in the very
             transaction that is the supposed subject of the boycott, then it is impossible to explain why this is not a boycott. Under JUSTICE
             SOUTER's reasoning, it would be a boycott, at least if the tenants acted ""at the behest of"" (whatever that means), ante, at 792,
             the Irish Land League. This hypothetical shows that the problems presented by partial boycotts (which we agree fall within §
             3(b)) make more urgent the need to distinguish boycotts from concerted agreements on terms."
