Page,Label,Text
21,1," There is a fourth manufacturer of burglar alarm products, Honeywell. Honeywell sells only through its own wholly-owned 
wholesale distributor, ADI. ADI is the only electronic security distributor which is national in scope. ADI does not sell Tyco, 
Napco or Sentrol GE burglar alarm products. "
22,2," The issue of the ""relevant product market"" bears upon all three of AlarMax's antitrust claims. For instance, a rule of reason 
analysis under AlarMax's § 1 claim for restraint of trade requires that I consider the alleged restraint's competitive effect in a well 
defined relevant market. See ABA Section of Antitrust Law, Antitrust Law Developments (Fifth) Vol. I, p. 525-527. Similarly, 
with respect to AlarMax's claim under § 2 that Tyco attempted to gain a monopoly, ""identification of the relevant market is "
23,," essential to proving … attempted monopolization."" Id., p. 528 (citations  [*6] omitted). Finally, AlarMax's § 3 claim of exclusive 
dealing must be assessed in light of whether Tyco's actions substantially lessened competition or created a monopoly within the 
relevant market. Id."
23,3," The geographic market is ""the 'area of effective competition … in which the seller operates, and to which the purchaser can 
practicably turn for supplies.'"" United States v. Philadelphia National Bank, 374 U.S. 321, 359, 83 S. Ct. 1715, 10 L. Ed. 2d 915 
(1963) (quotation omitted). "
24,4," See W.E. 'Ted' Afield, The New Drug Buyer - The Changing of the Consumers For Antitrust Enforcement In The 
Pharmaceutical Industry, 2001 CLMBLR 203 (2001)."
24,5," Tyco opines that AlarMax would benefit from not signing the new Distribution Agreement because it would lack competition to 
sell the Napco and Sentrol GE product. This argument ignores AlarMax's allegations that it has already sustained the harm 
detailed above. "
26,1," Fairbank contends that his removal petition complies with the thirty-day requirement of 28 U.S.C. § 1446(b), because he was 
never served with the Complaint. He did not learn of the matter until a Notice of Trial was mailed to Capital One on February 26, 
2008. "
27,2," ""[T]he paramount policies embodied in the well-pleaded complaint rule . . . [are] that the plaintiff is the master of the complaint, 
that a federal question must appear on the face of the complaint, and that the plaintiff may, by eschewing claims based on 
federal law, choose to have the cause heard in state court."" Caterpillar Inc. v. Williams, 482 U.S. 386, 398-399, 107 S. Ct. 2425, 
96 L. Ed. 2d 318 (1987). "
29,*," Of the Seventh Circuit, sitting by designation. "
32,1," Thus joining a few leasing companies, even if those lessors were alleged to be part of the conspiracy, does not solve the 
problem."
32,2," Plaintiffs claim that the district court accepted by implication their motion to amend their complaint, made without any further 
elaboration in a footnote in their response to defendants' motion to dismiss. This argument is without merit."
32,3," Plaintiffs appear to confuse what they plead in their complaints with what they argue in their briefs before this court and the 
court below. As already noted, it is the fact-pleading in the complaints that controls. "
33,4," Similarly, Mercedes-Benz does not suggest that there is anything inherent about leasing arrangements that makes lessees' 
alleged injuries distinct from the injuries of the dealers. For example, plaintiffs are adamant that the dealers could not recover 
duplicative damages because the dealers do not pay the overcharges in the monthly lease payments, or because the dealers 
never paid for the ""use"" of the cars. That, however, is equivalent to arguing that a dealer who does not pay a purchaser's 
monthly car payments has no claim for antitrust damages against the manufacturer that overcharged the dealer for the car in the 
first place. These are both indirect purchaser situations."
33,5," Plaintiffs did note before the district court that the statute of limitations might have run on the dealers, but they did not argue 
that its expiration had any legal significance, as they attempt to do here. "
35,1, All other claims in this case against all other parties have been dismissed or otherwise  [*4] resolved.
35,2," AT&T's request for oral argument is denied because the court does not believe that oral argument would be of material 
assistance in resolving the motion. See D. Kan. Rule 7.2 (requests for oral argument are granted only at the court's discretion). "
36,3, Plaintiffs have settled their claims against Sprint.
36,4," MCI filed for bankruptcy in 2002 and was later purchased by Verizon Communications, Inc."
36,5," By 1998, there were at least six hundred telecommunications carriers that provided long distance service. By 2004, the number 
of long distance  [*7] carriers had grown to over one thousand. "
39,6," Plaintiffs' attempt to dispute this statement of fact is without merit. The first statement they quote does not relate to the way 
ABS calculated overheads and, additionally, it is from a December 2000 email that discusses over-recovery in 1999 and 2000, 
all of which predates the class period. The second statement they quote is from an internal AT&T document that was authored 
by Mr. Trevithick, who testified that the statement he made in the document related to the FCC's audits of Qwest, Sprint, and 
MCI, and that  [*18] it did not concern AT&T. Thus, plaintiffs have not established that the FCC had a problem with the way 
AT&T or ABS, in particular, calculated overheads during the class period. "
47,7," AT&T points out that this document relates to 900 Services only, which are not at issue in this case. "
48,8," Plaintiffs also rely on what they contend is evidence that establishes that component price-fixing can result in an antitrust 
violation. The type of evidence advanced by plaintiffs on this point is not really appropriate for a summary judgment record and 
therefore the court does not consider it here. Nonetheless, the court wishes to note that plaintiffs' argument on this point does 
not impact the court's resolution of AT&T's motion because  [*41] plaintiffs raised this argument in response to AT&T's argument 
that plaintiffs have not demonstrated that each class member was injured by the alleged agreement. As explained below, the 
court finds that AT&T is not entitled to summary judgment on this issue in any event. "
54,9, AT&T points out that this same email indicates an under-recovery of $ 24 million for the second half of 1998.
54,10," AT&T points out that Mr. Trevithick, the author  [*52] of the PowerPoint document, testified that the quoted passage reflected 
his understanding of FCC audits of Qwest, Sprint, and MCI, and did not concern AT&T. "
56,11," AT&T notes that this language refers to a conversation regarding proposed regulatory changes at the FCC level, which AT&T 
claims is a constitutionally protected activity. "
57,12," Again, AT&T points out that this document refers to lobbying efforts at the FCC to try to reform the USF assessment 
mechanism. "
58,13," In AT&T's reply brief it has set forth pages of arguments seeking to undermine the opinions of Professors Williams  [*67] and 
Wilkie largely based on their own deposition testimony as well as AT&T's experts' criticism of their opinions. Because AT&T 
waited until its reply brief to raise these issues, however, plaintiff has not had an opportunity to respond to these arguments that 
AT&T raised for the first time in its reply brief. Thus, for summary judgment purposes, AT&T has waived these arguments. See 
Green v. New Mexico, 420 F.3d 1189, 1196-97 (10th Cir. 2005) (""Generally, the nonmoving party should be given an opportunity 
to respond to new material raised for the first time in the movant's reply.""); Minshall v. McGraw Hill Broadcasting Co., 323 F.3d 
1273, 1288 (10th Cir. 2003) (argument raised for the first time in reply brief is waived). The appropriate course of action if AT&T 
believed that the court should not consider their opinions for summary judgment purposes would have been to file a motion to 
exclude their opinions. That way, plaintiffs would have had an opportunity to respond to AT&T's arguments. AT&T may have 
valid arguments as to why plaintiffs' experts' opinions are not persuasive, but at this procedural juncture the appropriate forum 
for AT&T to launch that attack is cross-examination  [*68] at trial. Consistent with the well established standard for evaluating the 
summary judgment record, the court must view their opinions in the light most favorable to plaintiffs. "
65,14," AT&T also argues that it is entitled to summary judgment on  [*97] plaintiffs' claims of over-recovery of damages, and it urges 
the court to distinguish between over-recoveries that were unintentional (due to forecasting errors) and those that were 
deliberate attempts by carriers to collect more than it paid in USF taxes. This argument clearly is not a valid ground for granting 
summary judgment and, in fact, AT&T does not even cite any legal authority in support of this theory. "
67,15," The court does not exclude the possibility that this issue could be resolved on a Rule 50 motion at trial, of course. "
76,1," The following ""facts"" are taken from Superior's Complaint and are assumed to be true for purposes of these motions to dismiss. "
78,2," Puronics argued that the ""part performance"" exception to the Statute of Frauds applies only to real estate actions, but Superior 
did not respond to that argument."
78,3," As stated above, this claim is dismissed as against Ionics. "
85,1," The retailers' complaint will be referenced with ""BA,"" for Baby Age, the first named retailer. The consumers' complaint will be 
referenced with ""McD,"" for McDonough, the first named consumer. "
87,2," McD P 173 replaces the ""50.1%"" figure  [*17] with the phrase ""a significant portion."""
