Page,Label,Text
34,1, HGSI refers to this company as Rio Tinto PLC. 
35,2, A new entrant in the industry recently began mining operations in Montana.
35,3," The defendants dispute the plaintiffs' figures. Taking into account Grace's reserve estimates, the Brandy B property, and 
properties to which VVL had access or rights (the Dowell and R.E. Sansom properties), but which VVL claims could not be 
mined due to zoning ordinances and conservation easements, the low-end figure would be 67%."
35,4," The following summarizes Grace's 1970s Louisa County transactions. July 20, 1972: Grace acquires JONES properties (7 
acres); Dec. 27, 1972: Grace purchases two M.F. PEERS properties (Parcel I: 262.98 acres; Parcel II: 276.42 acres); Aug. 28, 
1973: Grace purchases HARRIS properties (5 acres); Nov. 21, 1973: Grace purchases LLOYD I properties (67.175 acres); Dec. 
10, 1973: Grace purchases LLOYD II properties (110.33 acres); Dec. 27, 1973: Grace purchases A.D. PEERS properties 
(Parcel A: 36.62 acres; Parcel B: 228.99 acres); Dec. 27, 1973: Unrecorded agreement for A.D. PEERS royalties; Dec. 27, 
1973: Grace leases the BRANDY A (""Hill"") property (60.242 acres); June 13, 1974: Grace purchases the DALTON property 
(12.6 acres); May 17, 1976: Grace leases the NININGER property (255.53 acres). In the 1980s, Grace purchased the 
CAMERON property (74.027 acres) (Apr. 12, 1982), and the AMCLUB property (18 acres) (May 10, 1989)."
35,5," As amended by the deed of correction dated August, 28, 1972. "
37,6," The following summarizes Grace's post-1991 transactions. Nov. 30, 1992: Grace quit claim deed of gift of M.F. PEERS parcel II 
to HGSI, and of JONES properties (containing restrictive covenants); Dec. 10, 1992: Drafts of a quit claim deed of gift and 
assignment of A.D. PEERS properties, including restrictive covenants; Dec. 22, 1992: Grace quit claim deed of gift of Grace's 
remaining Virginia properties, except A.D. PEERS, to HGSI (including seven parcels--LLOYD I, HARRIS, M.F. PEERS PARCEL 
I, AMCLUB, DALTON, LLOYD II, CAMERON) (restrictive covenants on all properties); Dec. 22, 1992: Grace assigns NININGER 
lease to HGSI (express, written prohibitions on mining); Dec. 22, 1992: Grace assigns BRANDY A lease to HGSI (express, 
written prohibitions on mining); Jan. 25, 1994: Grace deeds back A.D. PEERS ""Parcel A"" to A.D. Peers; Jan. 31, 1994: Grace 
quit claim deed of gift of A.D. PEERS ""Parcel B"" to HGSI (no written restrictive covenants); May 26, 1994: correction of quit 
claim deed--LLOYD I and HARRIS restrictive covenants modified only to forbid vermiculite mining, not all mining; Dec. 10, 1999: 
Release of all restrictive covenants by Grace and HGSI. "
38,7," The December 22, 1992 conveyance included the other M.F. Peers property (Parcel I), and the Lloyd I, Lloyd II, Harris, 
Amclub, Dalton, and Cameron properties. See note 6 supra. "
42,8," Following Laurel Sand & Gravel, Inc. v. CSX Transportation, Inc., 924 F.2d 539, 543 (4th Cir. 1991), this court will address the 
second element in its consideration of whether the plaintiffs have evidence that excludes the possibility that the defendants 
acted with a legitimate business purpose, under the first element. "
43,9, See note 6 supra.
43,10," The defendants argue that all the restrictive covenants now have been released. However, the timing of the releases, less 
than two weeks before the defendants filed their original motions for summary judgment, could lead a reasonable trier of fact to 
conclude that the releases were not genuine and that a sub rosa understanding to prevent mining on the properties continues 
between the parties to this day. "
46,11," Although the court of appeals stated that HGSI must have ""known"" that anticompetitive effects would result, the court reads 
this statement as requiring that HGSI either have shared Grace's motives, or known of and acquiesced in them with the 
expectation that the restraints would have an anticompetitive effect. "
48,12," As discussed more fully below, defining a relevant market poses a great problem for the plaintiffs in light of this court's May 4, 
2000 opinion, which excluded the report and testimony of the plaintiffs' only proposed expert on antitrust economics. See 
Virginia Vermiculite, Ltd. v. W.R. Grace & Co.-Conn., 98 F. Supp. 2d 729 (W.D. Va. 2000). "
49,13," The plaintiffs also cite much of the evidence tending to indicate that the defendants had anticompetitive motives. The present 
inquiry, however, is concerned with the effects of the restraint, not the motives behind them. "
51,14," VVL disputes that the property is ""available,"" because it alleges the Niningers have been unwilling to deal with VVL. For the 
purposes of the present inquiry, the uncertainty of whether the Niningers will make their reserves available to VVL reinforces the 
court's determination that it is not obvious that the restraint has had, or will have, any anticompetitive effect in the market."
51,15," For their § 2 claims, the plaintiffs must define a market they allege the defendants monopolized, attempted to monopolize, or 
conspired to monopolize. See Part II.B infra. "
52,16," At oral argument, Grace asserted that a party must present testimony by an antitrust economics expert as a matter of law, and 
that the court's exclusion of the report and testimony of Mr. Schwartz mandates dismissal of the antitrust claims that depend on 
market definition. Although an expert generally is used to establish the relevant market, see Virginia Vermiculite, Ltd. v. W.R. 
Grace & Co.-Conn., 98 F. Supp. 2d 729, 736 (W.D. Va. 2000), there is no per se rule that an antitrust economics expert is 
required in all antitrust cases. However, as a practical matter and as discussed below, the plaintiffs' lack of any witness to testify 
about antitrust economics, or to rebut the defendants' economists, proves fatal. See generally Victus, Ltd. v. Collezione Europa 
U.S.A., Inc., 26 F. Supp. 2d 772, 787 (M.D.N.C. 1998) (""Economic experts may not be required, but Europa has not provided 
affidavits of any witnesses who can address such questions . . . . No reasonable jury could find that a relevant market, as 
described by Europa, exists."")."
52,17," In its Horizontal Merger Guidelines, the United States Department of Justice uses a price increase of 5% lasting for the 
foreseeable future ""in attempting to determine objectively the effect of a 'small but significant and nontransitory' increase in 
price."" See Antitrust Division, U.S. Dep't of Justice, 1992 Horizontal Merger Guidelines, 57 Fed. Reg. 41552, at § 1.11 
(hereinafter the ""Guidelines""). But see id. (""However, what constitutes a 'small but significant and nontransitory' increase in price 
will depend on the nature of the industry.""). The plaintiffs and their now-excluded expert rely heavily on the Guidelines in 
attempting to propose a properly-defined relevant market. This reliance is misplaced in many respects (as detailed below), not 
the least of which is that, although this case does not involve a merger, ""the 'small but significant and nontransitory increase in "
53,," price' is employed solely as a methodological tool for the analysis of mergers: it is not a tolerance level for price increases."" Id. at 
§ 1.0."
