Page,Label,Text
32,1," The plaintiffs have alleged a number of violations under sections 1 and 2 of the Sherman Act. In bringing this motion, however, 
the plaintiffs have elected to proceed solely on their monopoly leveraging claim, which they refer to as a cause of action for 
monopolization under section 2. Thus the court does not now consider or express any opinion on the plaintiffs' claims under 
section 1 of the Sherman Act, nor their attempted monopolization claim under section 2. Nor has the court yet been presented 
with the plaintiffs' more usual section 2 monopolization claim, i.e., the allegation that defendant has ""monopolized"" the ""markets"" 
for ""electrical distribution systems"" and ""street and outdoor lighting systems."" Finally, the court has elected to bifurcate its 
consideration of the plaintiffs' motion itself.  The court has reserved consideration of the plaintiffs' request for summary judgment 
on defendant's affirmative defenses until it determines whether the plaintiffs are entitled to summary adjudication regarding the 
""prima facie"" elements of their monopoly leveraging theory.  In summary, this memorandum is concerned only with whether the 
plaintiffs would be entitled to judgment on the theory set forth in Berkey Photo, assuming arguendo that the defenses cannot 
stand.  Finally, while it is of course part of any prima facie case to demonstrate that the court has jurisdiction over the subject 
matter of the action, the question of whether the jurisdictional prerequisites of the Sherman Act are met in this case is raised by 
defendant's third and fourth defenses.  Thus consideration of that question will be deferred pending further argument. "
33,2," The plaintiffs have styled their motion as one for summary judgment, ""or in the alternative for partial summary judgment and for 
an order specifying facts without substantial controversy. . . ."" Obviously, it would aid the prompt and expeditious disposition of 
this case if the court could oblige the plaintiffs by reciting a detailed and comprehensive list of material facts that are no longer 
genuinely in dispute.  Unfortunately, none of the parties has dealt with this motion in a manner that would facilitate the court's 
efforts in this regard.  The plaintiffs are attempting to try a very complex case, using a new theory, on a summary basis.  The 
inherent difficulties in doing this are greatly compounded by the highly colored, consistently tendentious manner in which the 
plaintiffs present what they would have the court accept as undisputed facts and established principles of law.  For its part, the 
defendant refuses, almost without exception, to concede even the most obvious points.  In short, the plaintiffs will not admit that 
any issue is genuinely in dispute, and the defendant will not allow that any is undisputed.  The biggest problem caused by the 
plaintiffs' overzealousness and the defendant's obdurate stance is that both sides have buried themselves so deeply in the battle 
that they have done very little to ascertain for themselves or the court what the contours of the legal dispute really are, and 
hence which facts are relevant. Without more definition, the court is reluctant to enter the fray regarding such matters as whether 
the defendant may purchase electricity wholesale from the Bonneville Power Administration, or how many electric power poles 
the defendant installs in a year.  Thus the sort of catalog sought by the plaintiffs is clearly out of the question.  The court will, 
however, attempt to narrow the issues of fact; to that end, the facts stated by the court throughout this memorandum should be 
regarded as established unless the specific matters discussed are identified as mere allegations, or otherwise in dispute."
33,3," The complicated nature of SMUD's status as a public body, and the somewhat obscure statutory framework from which it arose 
are discussed in some detail by my brother Ramirez in his earlier decision in this case.  Grason Elec. Co. v. Sacramento 
Municipal Utility District, 526 F. Supp. 276 (E.D. Cal. 1981) (denying SMUD's motion for judgment on the pleadings; that motion "
34,," was based on the theory that SMUD is immune from antitrust liability under the ""state action"" exemption recognized in Parker v. 
Brown, 317 U.S. 341, 87 L. Ed. 315, 63 S. Ct. 307 (1943) and its progeny)."
34,4," The establishment of this simple fact presents a splendid example of the phenomenon discussed in n.2, supra. The plaintiffs 
attempt to support their assertion in this regard by citation to the pleadings; the defendant, in its opposition, notes that it denied 
in its answer that it was the exclusive supplier of retail electricity in its service area; the plaintiffs respond to that observation by 
dubbing the fact ""uncontroverted by SMUD."" Thus the plaintiffs simply choose to ignore their own failure of proof, and the 
defendant, with absolutely no attempt at clarification, just leaves hanging a simple but fundamental factual issue rather than 
make the plaintiffs' (and the court's) task one whit easier.  In an answer to one of the plaintiffs' interrogatories, however, the 
defendant explains its denial by pointing out that owners of certain mobile home parks have been permitted by SMUD to 
""submeter"" electricity in order to adjust rental charges for energy consumption.  Plaintiffs' Exhibit 20, Defendant's Answer to 
Plaintiffs' First Set of Interrogatories, Interrogatory No. 5.  It appears that such limited resale of electricity is of little or no 
consequence to the facts relevant to this case."
34,5," The plaintiffs define an electrical distribution system as ""all of the permanent or temporary electrical distribution lines and 
related equipment between the service equipment at the dwelling or other structure and the point of termination of the 
conductors at the source of feed thereof, at or outside of the property line. The property line means the outer property line of the 
property for which new electrical service is required.  In the case of a development or subdivision in which the interior streets . . . 
are to be dedicated, the outer property line of the entire development is the property line. [P] The distribution system ordinarily 
includes, but is not limited to all service entrance conductors, service laterals, service conductors, clusters, pedestals, or other 
junction connectors, secondary conductors, transformers, primary conductors, conduit, ducts, vaults, manholes, pullboxes or 
other subsurface structures, transformer pads, trenching, backfill and compaction."" Plaintiffs' Memorandum filed September 14, 
1981 at 24-25.  Purely for the sake of convenience, I shall refer to the complex of wiring, connections and other hardware 
described by the plaintiffs as the ""EDS."" In doing so, I do not mean to suggest that I am persuaded that the thing described by "
35,," the plaintiffs is in any real sense separable from the entire electrical distribution network maintained by SMUD.  By doing so I 
certainly do not imply that there is in reality a separate market or submarket for electrical distribution systems."
35,6," In 1978, the price charged by SMUD for providing an underground ""EDS"" was $250.00 per ""residential service run"" (to use 
SMUD's terminology).  See SMUD Rule and Regulation 15 (July 6, 1978), included in Exh. 78 to the plaintiffs' memorandum in 
support of their motion for summary judgment."
35,7," In this regard, SMUD points out that for large industrial consumers, it provides electricity at a high voltage to the customer's 
property and permits the industrial customer to construct and maintain facilities to ""step down"" the power to a voltage that meets 
the customer's specific needs.  Similarly, in the case of an apartment house or a shopping center, SMUD does not run the power 
to each individual unit, but rather provides service as far as an on-property transformer; the owner of the property may (and 
indeed must) connect the various structures or units to the transformer.  The significance of SMUD's policies will be discussed 
further below. "
36,8," The defendant has tendered to the court evidence showing that almost 80% of the street lighting which has been installed in its 
service area since 1975 has been under Rate 51, i.e., constructed and maintained by the customer through private electrical 
contractors or otherwise. "
