Page,Label,Text
23,1," That lawsuit is titled PharmacyChecker.com LLP v. National Association of Boards of Pharmacy, et al., Case No. 7:19-cv-
07577-KMK (S.D.N.Y.) (the New York Lawsuit). In that action, PharmacyChecker also alleges false advertising in violation of § 
43 of the Lanham Act, 15 U.S.C. § 1125, against NABP. The Lanham Act claim is not relevant here. "
24,2," The Noerr-Pennington doctrine derives its name from two cases, Eastern R.R. Presidents Conference v. Noerr Motor Freight, 
Inc., 365 U.S. 127, 81 S. Ct. 523, 5 L. Ed. 2d 464 (1961), and United Mine Workers of America v. Pennington, 381 U.S. 657, 85 
S. Ct. 1585, 14 L. Ed. 2d 626 (1965). The Supreme Court expanded the doctrine in California Motor Transportation Co. v. 
Trucking Unlimited, 404 U.S. 508, 92 S. Ct. 609, 30 L. Ed. 2d 642 (1972)."
24,3," LegitScript is a limited liability company organized under the laws of the State of Oregon with its principal place of business in 
Oregon."
24,4," As noted, Judge Karas concluded that PharmacyChecker adequately alleged a conspiracy to restrain trade that included 
NABP, ASOP, CSIP, and PSM among the conspirators and that PharmacyChecker's claim under the antitrust laws against these 
defendants was not barred by the statute of limitations. On these issues, Judge Karas ruled only regarding these four 
defendants. After concluding that the federal court in New York lacked personal jurisdiction over LegitScript, Judge Karas did not 
rule—one way or the other—on those questions regarding LegitScript. See PharmacyChecker.com, 530 F. Supp. 3d at 345 
n.20."
24,5," These facts come from PharmacyChecker's Amended Complaint (ECF 82). At this stage of the lawsuit, the Court accepts as 
true all well-pleaded factual allegations and draws all reasonable inferences in the light most favorable to the plaintiff. "
25,6, NABP remains a defendant in the New York Lawsuit.
25,7, ASOP remains a defendant in the New York Lawsuit.
25,8," PhRMA refers to ""Pharmaceutical Researchers and Manufacturers of America."" AC ¶ 7."
25,9, CSIP remains a defendant in the New York Lawsuit. 
26,10, PSM remains a defendant in the New York Lawsuit. 
29,11," LegitScript does not argue here any of the other bases for dismissal presented to Judge Karas in the joint motion to dismiss. In 
that motion, the defendants in the New York Lawsuit argued that PharmacyChecker failed adequately to allege antitrust injury, 
failed to show that the per se standard should apply versus the rule of reason, failed to correctly define the relevant market or 
markets, and failed adequately to allege harm to competition. Judge Karas's thorough and well-reasoned opinion addressed and 
rejected those issues at the pleading stage. LegitScript has not raised these issues in its motion that is now before the Court."
29,12," As the Ninth Circuit explained: A knowing wink can mean more than words. Let us suppose five competitors meet on several occasions, discuss their 
problems, and one finally states—'I won't fix prices with any of you, but here is what I am going to do—put the price of my 
gidget at X dollars; now you all do what you want.' He then leaves the meeting. Competitor number two says—'I don't care 
whether number one does what he says he's going to do or not; nor do I care what the rest of you do, but I am going to 
price my gidget at X dollars.' Number [**26]  three makes a similar statement—'My price is X dollars.' Number four says not 
one word. All leave and fix 'their' prices at 'X' dollars. Esco Corp. v. United States, 340 F.2d 1000, 1007 (9th Cir. 1965)."
29,13," ""Direct evidence of a conspiracy is evidence that is explicit and requires no inferences to establish the proposition or 
conclusion being asserted."" Burtch v. Milberg Factors, Inc., 662 F.3d 212, 225 (3d Cir. 2011) (quotation marks omitted). Direct 
evidence may consist of written documents, audio or video recordings, or eyewitness testimony about what was said."
29,14," ""But antitrust law limits the range of permissible inferences from ambiguous evidence in a § 1 case. Thus, . . . conduct as 
consistent with permissible competition as with illegal conspiracy does not, standing alone, support an inference of antitrust 
conspiracy."" Matsushita Elec. Indus. Co. v. Zenith Radio Corp., 475 U.S. 574, 588, 106 S. Ct. 1348, 89 L. Ed. 2d 538 (1986). "
30,15," As the facts develop, this case also may present some similarities with ""hub and spoke"" antitrust conspiracies based on the 
blurring of horizontal and vertical restraints. See generally In re Musical Instruments & Equip. Antitrust Litig., 798 F.3d 1186, 
1192 (9th Cir. 2015) (noting that ""the line between horizontal and vertical restraints can blur"" and adding that although the Third 
and Seventh Circuits have recognized ""hub and spoke"" antitrust conspiracies, the Ninth Circuit has not yet done so). "
31,16," That PharmacyChecker has not alleged specific activities linking LegitScript and PSM is insufficient for the Court to dismiss 
PharmacyChecker's antitrust claim against LegitScript. As noted, there is more than enough evidence, at least at the pleading 
stage, to state a conspiracy claim involving LegitScript, NABP, ASOP, and CSIP. Further, Judge Karas in the New York Lawsuit 
found that PharmacyChecker adequately stated a conspiracy claim involving ASOP, CSIP, NABP, and PSM. Collectively, this is 
sufficient for the Court here to allow PharmacyChecker to proceed in the pending action against LegitScript, alleging a 
conspiracy among LegitScript, NABP, ASOP, CSIP, and PSM. "
32,17," At oral argument, the Court noted that LegitScript appeared to make a typographical error in its motion. LegitScript stated in its 
motion that the date of the allegedly false paid news release jointly published by LegitScript and ASOP was August 13, 2015. 
ECF 238, at 16. At oral argument, LegitScript agreed that this was an error on its part and that the Amended Complaint in fact 
alleged that the joint news release was issued on August 18, 2015. AC ¶ 85(a). This act is within four years of the filing of the 
original complaint and allegedly caused harm to PharmacyChecker. "
35,1," This is a corrected, unsealed version of a Report and Recommendation previously issued as a sealed document in this case. 
(Docket Entry 457.) Non-substantive, typographical changes have been made to the document, and it has been unsealed after 
consultation with the parties. (See Docket Entries 459 and 460.) "
36,2," The undersigned issued a previous Report and Recommendation reviewing in greater detail the background of the MCO 
payment system, the American allergy market, and UAS's business model. (Docket Entry 135.) To the extent that facts have 
developed since the motion to dismiss stage, the undersigned includes a summary of the relevant facts in this Report and 
Recommendation. To the extent any of the facts cited are subject to evidentiary objections by any party, such objections are 
overruled, without prejudice to the parties' ability to make further objection at trial. "
37,3," About six months later, in November of 2013, Dr. Glomb became a Senior Medical Director for Superior. (Docket Entry 392-57, 
at 10, 28.) "
